date,eventName,eventTitle,eventUrl,location
02/12/2022,RFP 87,Step to Top 18,https://www.sherdog.com/events/RFP-87-Step-to-Top-18-92166,-Sports Club Patriot; Berezne; Ukraine-
02/12/2022,CN,Combat Night: Broward,https://www.sherdog.com/events/CN-Combat-Night-Broward-92165,-Sway Nightclub; Fort Lauderdale; Florida; United States-
02/12/2022,IF,Instinct Fighter 3: Revolution,https://www.sherdog.com/events/IF-Instinct-Fighter-3-Revolution-92162,-Club Sarmiento; Santa Fe; Argentina-
02/12/2022,NFC,Natal Fight Championship 24,https://www.sherdog.com/events/NFC-Natal-Fight-Championship-24-92161,-Natal; Rio Grande do Norte; Brazil-
02/12/2022,Fairtex Fight Promotion,Eye of the Tiger,https://www.sherdog.com/events/Fairtex-Fight-Promotion-Eye-of-the-Tiger-92160,-Lumpinee Boxing Stadium; Bangkok; Thailand-
02/12/2022,FC,Furacao Combate 04,https://www.sherdog.com/events/FC-Furacao-Combate-04-92157,-Terminal Rodoviario; Laranjal do Jari; Amapa; Brazil-
02/12/2022,Elorde International Productions,Bakbakan sa Ilocos Sur,https://www.sherdog.com/events/Elorde-International-Productions-Bakbakan-sa-Ilocos-Sur-92155,-Bantay; Ilocos Sur; Philippines-
02/12/2022,Shlemenko FC 3,Shlemenko Fighting Championship 3,https://www.sherdog.com/events/Shlemenko-FC-3-Shlemenko-Fighting-Championship-3-92117,-Omsk; Russia-
02/12/2022,ACE,Alaska Combat Entertainment,https://www.sherdog.com/events/ACE-Alaska-Combat-Entertainment-92102,-Curtis Menard Sports Complex; Wasilla; Alaska; United States-
02/12/2022,SMMAC 5,Silesian MMA Challenge,https://www.sherdog.com/events/SMMAC-5-Silesian-MMA-Challenge-92079,-MOSiR; Myslowice; Poland-
02/12/2022,MMA Series 48,Fight Riot,https://www.sherdog.com/events/MMA-Series-48-Fight-Riot-92056,-Event Hall; Grad City Park; Voronezh; Russia-
02/12/2022,OTF 3,Orereta Top Fighters 3,https://www.sherdog.com/events/OTF-3-Orereta-Top-Fighters-3-92026,-Basque Country; Spain-
02/12/2022,PKC 6,Rojas vs. Chate,https://www.sherdog.com/events/PKC-6-Rojas-vs-Chate-92021,-San Juan de Lurigancho; Lima; Peru-
02/12/2022,Paulao Fight,28 Years,https://www.sherdog.com/events/Paulao-Fight-28-Years-91945,-Praca Zenidim; Ponta Grossa; Parana; Brazil-
02/12/2022,FSC 4,First Step Championship 4,https://www.sherdog.com/events/FSC-4-First-Step-Championship-4-91894,-Chojnice; Poland-
02/12/2022,FirePower Promotions MMA 4,Sudden Impact,https://www.sherdog.com/events/FirePower-Promotions-MMA-4-Sudden-Impact-91878,-Doubletree Hotel by Hilton; Sacramento; California; United States-
02/12/2022,Nemesis Fighting Alliance,Nemesis 9,https://www.sherdog.com/events/Nemesis-Fighting-Alliance-Nemesis-9-91870,-Olympia Athletics & Event Centre; St. Charles; Missouri; United States-
02/12/2022,DFC,Dominium Fighter Championship 9,https://www.sherdog.com/events/DFC-Dominium-Fighter-Championship-9-91859,-Campinas; São Paulo; Brazil-
02/12/2022,X-Fest 15,O Encontro de Gigantes,https://www.sherdog.com/events/XFest-15-O-Encontro-de-Gigantes-91780,-Lindoia Tenis Clube; Porto Alegre; Rio Grande do Sul; Brazil-
02/12/2022,Budo 47,Budo Fighting Championships 47,https://www.sherdog.com/events/Budo-47-Budo-Fighting-Championships-47-91720,-Patti Pavilion; Swansea; Wales-
02/12/2022,Chaos FC 19,Chaos Fighting Championships 19,https://www.sherdog.com/events/Chaos-FC-19-Chaos-Fighting-Championships-19-91607,-Everglades Hotel; Derry; Northern Ireland-
02/12/2022,Coastal Combat 10,100% MMA Action on the Sunshine Coast,https://www.sherdog.com/events/Coastal-Combat-10-10037-MMA-Action-on-the-Sunshine-Coast-91606,-Australia-
02/12/2022,MCL 3,Martial Combat League 3,https://www.sherdog.com/events/MCL-3-Martial-Combat-League-3-91605,-Firelake Arena; Shawnee; Oklahoma; United States-
02/12/2022,FW,Fightworld 21,https://www.sherdog.com/events/FW-Fightworld-21-91575,-Eisenhower Hotel & Conference Center; Gettysburg; Pennsylvania; United States-
02/12/2022,GE Fights,Unfinished Business,https://www.sherdog.com/events/GE-Fights-Unfinished-Business-91574,-Downtown Gym; Sullivan; Indiana; United States-
02/12/2022,AFC 9,Alabama Fighting Championship: War of the Roses,https://www.sherdog.com/events/AFC-9-Alabama-Fighting-Championship-War-of-the-Roses-91555,-Cullman Basketball Complex; Cullman; Alabama; United States-
02/12/2022,NEF 46,Decade of Dominance,https://www.sherdog.com/events/NEF-46-Decade-of-Dominance-91554,-Club Aura; Portland; Maine; United States-
02/12/2022,Samurai Fight House 3,Prado vs. Basualdo,https://www.sherdog.com/events/Samurai-Fight-House-3-Prado-vs-Basualdo-91547,-United Center; Buenos Aires; Argentina-
02/12/2022,UFC 271,Adesanya vs. Whittaker 2,https://www.sherdog.com/events/UFC-271-Adesanya-vs-Whittaker-2-90742,-Toyota Center; Houston; Texas; United States-
02/11/2022,559 Fights,559 Fights 84,https://www.sherdog.com/events/559-Fights-559-Fights-84-91893,-Visalia; California; United States-
02/11/2022,Fury FC 57,Fury Fighting Championship 57,https://www.sherdog.com/events/Fury-FC-57-Fury-Fighting-Championship-57-91732,-Humble Civic Center; Humble; Texas; United States-
02/11/2022,LFA 124,Formiga vs. Bunes,https://www.sherdog.com/events/LFA-124-Formiga-vs-Bunes-91681,-Arizona Federal Theatre; Phoenix; Arizona; United States-
02/11/2022,Gionco International,AMA 37,https://www.sherdog.com/events/Gionco-International-AMA-37-91604,-Frasierview Hall; Vancouver; British Columbia; Canada-
02/11/2022,Lux Fight League,Lux 020,https://www.sherdog.com/events/Lux-Fight-League-Lux-020-91603,-Mexico City; Mexico-
02/11/2022,One Championship,Bad Blood,https://www.sherdog.com/events/One-Championship-Bad-Blood-91595,-Singapore Indoor Stadium; Kallang; Singapore-
02/11/2022,B2 Fighting Series 147,Missouri,https://www.sherdog.com/events/B2-Fighting-Series-147-Missouri-91318,-Springfield Convention Center; Springfield; Missouri; United States-
02/11/2022,Showtime FC 1,Alexander vs. Kilburn,https://www.sherdog.com/events/Showtime-FC-1-Alexander-vs-Kilburn-90411,-RP Funding Center; Lakeland; Florida; United States-
02/10/2022,Hardcore FC,Hardcore MMA 21,https://www.sherdog.com/events/Hardcore-FC-Hardcore-MMA-21-92090,-Hardcore Platform; Moscow; Russia-
