date,eventName,eventTitle,location
05/07/2005,ROTR 7,Rumble On The Rock 7,"Blaisdell Arena, Honolulu, Hawaii, United States"
05/07/2005,ICE 15,ICE XV,Ohio
05/06/2005,PCVT,Pedreiras Combat Vale Tudo,"Pedreiras, Maranhao, Brazil"
05/06/2005,ABC,Warriors,"Sao Bernardo do Campo Boys Club Gymnasium, Sao Bernardo do Campo, Sao Paulo, Brazil"
05/06/2005,CN 12,Champions Night 12,"Bancarios Club, Marilia, Sao Paulo, Brazil"
05/05/2005,Ultimate Fight,Bijelo Polje,"Bijelo Polje, Montenegro"
05/04/2005,Shooto,5/4 in Korakuen Hall,"Korakuen Hall, Tokyo, Japan"
05/03/2005,Zst,Zst 7,"Zepp Tokyo, Tokyo, Japan"
05/01/2005,Pancrase,Spiral 4,"Yokohama Cultural Gymnasium, Yokohama, Kanagawa, Japan"
04/30/2005,SB,Spring Brawl,"Minot, North Dakota, United States"
04/30/2005,FCFF,Rumble at the Roseland 15,"Roseland Theater, Portland, Oregon, United States"
04/30/2005,FEFoMP,Mayor Cup 2005,"Platinum Arena, Khabarovsk, Khabarovsk Krai, Russia"
04/30/2005,RW,Minnesota Meltdown,"Owatonna, Minnesota"
04/30/2005,KFC ,Kentucky Fighting Challenge 9,"Lexington, Kentucky"
04/30/2005,QFN,Queens Fight Night,None
04/30/2005,SC 20,Silverback Classic 20,"LaSalle, Illinois"
04/30/2005,IG,Impact Gala,Holland
04/30/2005,IFC,Mayhem in Montana,"Billings, Montana"
04/30/2005,SB 40,SuperBrawl 40,"Hammond, Indiana"
04/30/2005,XFC,Dome of Destruction 2,"Tacoma, Washington"
04/30/2005,CWFC,Cage Warriors 11: Ultimate Force,"Octagon Centre, Sheffield, Yorkshire and the Humber, England"
04/30/2005,AFC 12,Absolute Fighting Championships 12,"War Memorial Auditorium, Fort Lauderdale, Florida, United States"
04/30/2005,Smackgirl,Cool Fighter's Last Stand,"Kira Messe Numazu, Numazu, Shizuoka, Japan"
04/30/2005,Shooto Americas,Shooto Brazil 8,Brazil
04/30/2005,Cage Rage 11,Face Off,"Wembley Conference Centre, London, England"
04/29/2005,EF,Explosion Fight,"Tancredo Neves Municipal Gymnasium, Alvorada, Rio Grande do Sul, Brazil"
04/29/2005,IMVT,Iron Man Vale Tudo 6,"Sede do Trem Sports Club, Macapa, Amapa, Brazil"
04/29/2005,Smackgirl,The Next Cinderella 2005 First Stage,"Kitazawa Town Hall, Tokyo, Japan"
04/29/2005,ISCF,Friday Night Fights,"Atlanta, Georgia"
04/29/2005,NS 1,Noc Skorpiona 1,"Zadar, Croatia"
04/29/2005,XFC,Dome Of Destruction 1,"Tacoma, Washington"
04/28/2005,ISCF,Whiskey Tango's Throwdown,"Grain Valley, Missouri, United States"
04/26/2005,MF,Mix Fight 4,"Joao Pessoa Cultural Center, Joao Pessoa, Paraiba, Brazil"
04/26/2005,CI,Caged Inferno,"Montgomery, Alabama, United States"
04/25/2005,FNP,Fight Night Postdam ,"Blauhaus, Postdam, Germany"
04/25/2005,Tribelate,vol. 6,"Tokyo, Japan"
04/24/2005,JE,Holland vs. Russia,Holland
04/24/2005,FCB 5,Fight Club Berlin 5,"Berlin, Germany"
04/24/2005,NOTG,Night of the Gladiators,Holland
04/23/2005,XFL,Xtreme Fighting 5,"Buffalo Run Casino, Miami, Oklahoma, United States"
04/23/2005,SC,Shock Combat 2,"Mace Gymnasium, Campo Grande, Mato Grosso do Sul, Brazil"
04/23/2005,UCE,Round 14 - Finals,"West Valley City, Utah"
04/23/2005,MD 20,Mass Destruction 20,"Avalon Nightclub, Boston, Massachusetts, United States"
04/23/2005,CFX 3,Cage Fighting Xtreme 3,"Brainerd, Minnesota"
04/23/2005,XKK,St. Paul,"St. Paul, Minnesota"
04/23/2005,UGC 10,Ultimate Generation Combat 10,"Montreal, Quebec"
04/23/2005,Shooto,4/23 in Hakata Star Lanes,"Hakata Star Lanes, Hakata, Fukuoka, Japan"
04/23/2005,RITC 68,Hello Glendale!,"Glendale, Arizona"
04/23/2005,Pride FC,Total Elimination 2005,"Osaka Dome, Osaka, Japan"
04/23/2005,P & G,Pain and Glory,"NEC Seni Arena, England"
04/22/2005,ECF,Beatdown At The Fairgrounds 1 ,"Indianapolis, Indiana"
04/22/2005,CGP,Czech Grand prix,"Trebic, Czech Republic"
04/22/2005,EC 61,Extreme Challenge 61,"Lakeside Casino
Osceola, Iowa USA"
04/21/2005,FT 1,Full Throttle 1,Georgia
04/19/2005,PFC 4,Profight Championships 4,Brazil
04/17/2005,SFFC,Shoot Fighting FC,England
04/17/2005,Zst,Swat! 1,"Gold's Gym South Tokyo Annex, Tokyo, Japan"
04/17/2005,Deep,Hero 1,"Zepp Nagoya, Nagoya, Aichi, Japan"
04/16/2005,CR,Cage Rage,"Kokomo, Indiana"
04/16/2005,UCE,Round 14 - Semi-Finals,"Sandy, Utah"
04/16/2005,FFC,Bushido Fight Club,"Live Music Circus, Köthen, Germany"
04/16/2005,MG,Mixfight Gala,Holland
04/16/2005,AFC 10,Alaska Fighting Championship,"Sullivan ArenaAnchorage, Alaska"
04/16/2005,Dawsu,Fight Event,None
04/16/2005,FC,Fight Combat 1,"Isaac Sverner State School Gymnasium, Manaus, Amazonas, Brazil"
04/16/2005,Juiz de Fora,Fight 2,Brazil
04/16/2005,Shooto Finland,Poolhouse Punishment,"Vantaa, Finland"
04/16/2005,KOTC,Edmonton,"Nortlands Agricom, Edmonton, Alberta, Canada"
04/16/2005,FCFN 4,Full Contact Fight Night 4,England
04/16/2005,UFC 52,Couture vs. Liddell 2,"MGM Grand Garden Arena, Las Vegas, Nevada, United States"
04/15/2005,Costa Rica,Fights 1,Costa Rica
04/15/2005,SAO,South American Open,"Lima, Peru"
04/15/2005,KOTC 51,Natural Disaster,"El Paso, Texas, United States"
06/12/2005,DDG,Desafio de Gigantes 5,"Macapa, Amapa, Brazil"
06/12/2005,EB 9,Extreme Brawl 9,"Kent, England"
06/12/2005,AM 3,Battle of the Bronx,"Whitchurch Sports Centre, Bristol, England"
06/12/2005,KOTC 54,Mucho Machismo,"San Jacinto, California, United States"
06/12/2005,It's Showtime,Amsterdam Arena,"Amsterdam, Holland"
06/11/2005,IMVT,Iron Man Vale Tudo 7,"Fabrica Show, Macapa, Amapa, Brazil"
06/11/2005,UCE,Round 15 - Episode 6,"Sandy, Utah"
06/11/2005,RITR 11,Rumble in the Ring 11,"Auburn, Washington"
06/11/2005,MB 3,Mixed Battle 3,None
06/11/2005,AFC 2,Bring It On,"Sokol Hall, Omaha, Nebraska, United States"
06/11/2005,German Freefight,Fight Night,Germany
06/11/2005,OC,Freefight Romania,Romania
06/11/2005,SS 7,Storm Samurai 7,"Curitiba, Brazil"
06/11/2005,CFC 3,Courage Fighting Championships 3,"Decatur, Illinois"
06/11/2005,GCM,D.O.G. 2,"Differ Ariake, Tokyo, Japan"
06/11/2005,RITC 70,Rage in the Cage 70,"Glendale Arena
Arizona"
06/10/2005,AFA,The Octagon 2,"Waterloo, Iowa, United States"
06/09/2005,Shooto Lithuania,Return,"Forum Palace, Vilnius, Vilnius County, Lithuania"
06/08/2005,UCVT,Ultimate Combat Vale Tudo,"Belem, Para, Brazil"
06/08/2005,AFC 12,Alaska Fighting Championship,"Sullivan ArenaAnchorage, Alaska"
06/05/2005,Accel,Kakuto Budokai 2,"Hyogo Prefectural Assembly Hall, Kobe, Hyogo, Japan"
06/05/2005,XC,X-treme Combat,Brazil
06/05/2005,Pancrase,2005 Neo-Blood Tournament Semifinals,"Gold's Gym South Tokyo Annex, Tokyo, Japan"
06/04/2005,DFC 4,Nowhere to Run,"Seven Clans Casino, Thief River Falls, Minnesota, United States"
06/04/2005,XFL,Extreme Kickboxing 16,"Greenwood Center, Tulsa, Oklahoma, United States"
06/04/2005,AUF,Amazon Ultimate Fight,"Ninimberg Guerra Gymnasium, Manaus, Amazonas, Brazil"
06/04/2005,Warrior ,MMA 7,"Somerset, Kentucky"
06/04/2005,UCE,Round 15 - Episode 5 ,"Sandy, Utah"
06/04/2005,GF,Guarafight 1,"Guarapari Social Service of Commerce Gymnasium, Guarapari, EspÃ­rito Santo, Brazil"
06/04/2005,KOTR,King of the Ring,"Zagreb, Croatia"
06/04/2005,UFP,Universal Fight Promotions,None
06/04/2005,Arena,BH Combat,Brazil
06/04/2005,WW,Warriors Way,England
06/04/2005,FCS 3,Full Contact Showdown 3,Hawaii
06/04/2005,NOC,Night of Champions,Arizona
06/04/2005,UFC 53,Heavy Hitters,"Boardwalk Hall, Atlantic City, New Jersey, United States"
06/03/2005,MMAFC 2,Showdown,"Guadalajara, Mexico"
06/03/2005,NFC,Northern Fighting Championships,Alaska
06/03/2005,FT 2,Full Throttle 2,"Atlanta, Georgia"
06/03/2005,ISCF,Heavyweight Gladiators,"Milwaukee, Wisconsin"
06/03/2005,XFC 7,Clash of the Champions,Australia
06/03/2005,Shooto,6/3 in Kitazawa Town Hall,"Kitazawa Town Hall, Setagaya, Tokyo, Japan"
06/02/2005,PEF,Pernambuco Extreme Fight,"Recife Portuguese Club, Recife, Pernambuco, Brazil"
06/02/2005,GC 38,Final Conflict,California
05/31/2005,CFN,Cage Fight Nordeste,"Bank of Brazil Athletic Association Gymnasium, Campina Grande, Paraiba, Brazil"
05/29/2005,BF,Battle Front 1,Brazil
05/29/2005,UKMMAC 11,War,England
05/29/2005,Shooto,5/29 in Kitazawa Town Hall,"Kitazawa Town Hall, Setagaya, Tokyo, Japan"
05/28/2005,XXX,Extreme Fighting,"Goshen, Indiana, United States"
05/28/2005,AXFC 5,Mayhem,"Edmonds Community College, Lynwood, Washington, United States"
05/28/2005,TTC,Toycas Toyota Cup 2005,"Pahy Events Center, Guarapuava, Parana, Brazil"
05/28/2005,UCE,Round 15 - Episode 4 ,"Sandy, Utah"
05/28/2005,MMA Sport 2,Olimp,"Maria Magdalena Sports Hall, Poznan, Greater Poland Voivodeship, Poland"
05/28/2005,TFC 5,TotalFight 5,"Budapest, Hungary"
05/28/2005,FC UK 2,Battle of the Gladiators,England
05/28/2005,FF 15,Fight Festival 15,"Helsinki, Finland"
05/28/2005,CFC 3,Crown Fighting 3,"Rosarito Beach, Mexico"
05/28/2005,SF 10,Mayhem,"Sportfight Dome
Gresham, Oregon"
05/27/2005,Extravaganza,MMA,"Ostrava, Czech Republic"
05/24/2005,MF,Macau Fight 1,"Macau Sports Gymnasium, Macau, Rio Grande do Norte, Brazil"
05/24/2005,CDL,Clube da Luta 3,"Bahia, Brazil"
05/23/2005,Warriors Quest 9,Resurrection,Hawaii
05/22/2005,FCA,Fight Club Chemnitz 2,"Tennishalle, Chemnitz, Germany"
05/22/2005,Pancrase,Hybrid Fight 2005,"Hybrid Wrestling Kagoshima Gym, Izumi, Kagoshima, Japan"
05/22/2005,Shooto,Holland 3,"Ede, Netherlands"
05/22/2005,Shooto,Grapplingman 4,"Tsuyama Community Hall, Okuyama, Japan"
05/22/2005,Pride,Bushido 7,"Differ Ariake, Tokyo, Japan"
05/21/2005,G & S 9,Grapple & Strike 9,"Ebbw Vale Leisure Centre, Gwent, England, United Kingdom"
05/21/2005,Rings Holland,Fighting Nordin Memorial Fight Gala,"Sports Hall, Purmerend, Netherlands"
05/21/2005,WOTVI,War on the Valley Isle 1,"Maui War Memorial Gymnasium, Wailuku, Hawaii, United States"
05/21/2005,TFS,Mix Fight Gala 2,"Eissporthalle, Darmstadt, Germany"
05/21/2005,UCE,Round 15 - Episode 3 ,"Sandy, Utah"
05/21/2005,WQ,Extreme Fighting 3,"Angola, Indiana"
05/21/2005,Smackgirl,Korea 2005,"Dream Tower, Suwon, Gyeonggi, South Korea"
05/21/2005,MF,Minotauro Fights 1,"Casa de Espetaculo, Salvador, Bahia, Brazil"
05/21/2005,KOTC,Red Rock,"Red Rock State Park, Gallup, New Mexico, United States"
05/21/2005,NDC,Notte dei Campioni,Italy
05/21/2005,OC,Masters Fight Night 3,Germany
05/21/2005,Shido,Fight Night,Germany
05/21/2005,RCF,Punishment,"Biloxi, Mississippi"
05/21/2005,RTR,Ready to Rumble,None
05/21/2005,MT 3,Madtown Throwdown 3,"Madison, Wisconsin"
05/21/2005,TFC 3,Total Fight Challenge 3,"Hammond Civic Center, Hammond, Indiana"
05/21/2005,CWFC,Cage Warriors 12: Strike Force,"Skydome Arena, Coventry, West Midlands, England"
05/21/2005,IFC,Caged Combat,"Nationwide Arena
Columbus, Ohio"
05/21/2005,JF,Jungle Fight 4,"Tropical Hotel Manaus Sports Complex, Manaus, Amazonas, Brazil"
05/20/2005,DDG,Desafio de Gigantes 4,"Sede do Trem Sports Club, Macapa, Amapa, Brazil"
05/20/2005,Wizard,Black Dragon vs. Red Devil,"Nizhniy Novgorod, Russia"
05/20/2005,HHCF 17,Beatdown,Ohio
05/20/2005,NFA,Throwdown in Jamestown 2,North Dakota
05/20/2005,XKK,Des Moines,"Des Moines, Iowa"
05/20/2005,WEF,Sin City,"Las Vegas, Nevada"
05/19/2005,WEC 15,Judgment Day,"The Palace, Lemoore, California, United States"
05/17/2005,SF,Showfight 2,"DirecTV Music Hall, Sao Paulo, Sao Paulo, Brazil"
05/16/2005,SFC,Slap Fight Combat,"Paulo Sarasate Gymnasium, Fortaleza, Ceara, Brazil"
05/15/2005,Shido,MMA,Georgia
05/15/2005,Deep,clubDeep Toyama: Barbarian Festival 2,"Toyama Event Plaza, Toyama, Japan"
05/15/2005,GC 37,Throwdown,"Porterville, California"
05/15/2005,BM 5,Battle Mix 5,"King Xmhu, Sapporo, Hokkaido, Japan"
07/14/2005,Shooto,Shooter's Summer,"Kitazawa Town Hall, Setagaya, Tokyo, Japan"
07/12/2005,UFC,"The Ultimate Fighter Season 2 Semifinals, Day 2","UFC Training Center, Las Vegas, Nevada, United States"
07/12/2005,UFA,United Fighting Alliance,"Johannesburg, Gauteng, South Africa"
07/12/2005,G-Shooto,Plus02,"Kitazawa Town Hall, Setagaya, Tokyo, Japan"
07/11/2005,UFC,"The Ultimate Fighter Season 2 Semifinals, Day 1","UFC Training Center, Las Vegas, Nevada, United States"
07/10/2005,UCL,Underground Combat League,"John’s Boxing Gym, The Bronx, New York, United States"
07/10/2005,Smackgirl,F13,"Gold's Gym South Tokyo Annex, Tokyo, Japan"
07/10/2005,Tribelate,vol. 7,"Tokyo, Japan"
07/10/2005,Smackgirl,The Next Cinderella 2005 Second Stage,"Gold's Gym South Tokyo Annex, Tokyo, Japan"
07/10/2005,Pancrase,Spiral 5,"Yokohama Cultural Gymnasium, Yokohama, Japan"
07/09/2005,SVTA 3,Super Vale Tudo Araguaia 3,"Conceicao do Araguaia, Para, Brazil"
07/09/2005,XKK,Slaughter in Somerset 1,"Somerset, Wisconsin, United States"
07/09/2005,RMBB,Tap It or Snap It,"Denver, Colorado, United States"
07/09/2005,ECF,Beatdown At The Fairgrounds 2 ,"Indianapolis, Indiana"
07/09/2005,UCE,Round 16 - Episode 1 ,"Sandy, Utah"
07/09/2005,WXF,X-Impact World Championships 2005,"Seoul, South Korea"
07/09/2005,SC 21,Silverback Classic 21,"Canton, Illinois"
07/09/2005,ROTR,Proving Grounds 4,"Hilo, Hawaii, United States"
07/09/2005,MT 4,Madtown Throwdown 4,"Madison, Wisconsin"
07/09/2005,Meca 12,Meca World Vale Tudo 12,"Pedro Jahara Gymnasium, TeresÃ³polis, Rio de Janeiro, Brazil"
07/09/2005,KOTC 56,Caliente,"Apache Gold Casino, Globe, Arizona, United States"
07/09/2005,Freedom Fight,Canada vs. USA,"Robert Guertin Arena, Hull, Quebec"
07/09/2005,SF 11,Rumble at the Rose Garden,"Rose Garden, Portland, Oregon"
07/08/2005,UFC,"The Ultimate Fighter Season 2 Elimination Bouts, Day 8","UFC Training Center, Las Vegas, Nevada, United States"
07/08/2005,FNF,Friday Night Fights,"Atlanta, Georgia"
07/08/2005,Deep,19th Impact,"Korakuen Hall, Tokyo, Japan"
07/06/2005,UFC,"The Ultimate Fighter Season 2 Elimination Bouts, Day 7","UFC Training Center, Las Vegas, Nevada, United States"
07/06/2005,K-1,Hero's 2,"Yoyogi National Stadium First Gymnasium, Tokyo, Japan"
07/03/2005,KF 9,Kushima's Fight 9,"NCC& Studio Nagasaki, Japan"
07/03/2005,WFCA,Fight Club 4,"Night Club Faraons, Riga, Latvia"
07/03/2005,Warriors Quest 10,Warriors Quest,"Kapaa High School GymKapaa, Hawaii"
07/03/2005,CFC 4,Cage Carnage,"Liverpool, England"
07/03/2005,FCS 4,Full Contact Showdown 4,"Kaneohe, Hawaii"
07/03/2005,Shooto,Gig Central 8,"Nagoya Trade and Industry Center Fukiage Hall, Nagoya, Aichi, Japan"
07/02/2005,UFC,"The Ultimate Fighter Season 2 Elimination Bouts, Day 6","UFC Training Center, Las Vegas, Nevada, United States"
07/02/2005,XG 1,Xtreme Gladiators 1,"Paris, France"
07/02/2005,ROT 3,Ring of Truth 3,"Dublin, Ireland"
07/02/2005,Spirit MC 6,Middleweight GP Opening,"Jang Chung Gymnasium Seoul, South Korea"
07/02/2005,Kumite 1,Kumite,"Sydney, Australia"
07/02/2005,WR 4,Warriors Realm 4,Australia
07/02/2005,Valor Fighting,Home of the Brave,"Susanville, California, United States"
07/02/2005,SS 8,Storm Samurai 8,"Brasilia, Brazil"
07/02/2005,Extreme Wars,X-1,"Honolulu, Hawaii"
07/02/2005,Cage Rage 12,The Real Deal,"Wembley Conference Centre, London, England"
06/30/2005,MAF,Martial Arts Festival 8,"Iguana Rana Club, Lima, Peru"
06/30/2005,NFA,Last Dam Fights,"Fargo, North Dakota"
06/30/2005,RITC 71,Rage in the Cage 71,"Tempe, Arizona"
06/29/2005,UFC,"The Ultimate Fighter Season 2 Elimination Bouts, Day 5","UFC Training Center, Las Vegas, Nevada, United States"
06/28/2005,Smackgirl,Road to Dynamic!!,"Korakuen Hall, Tokyo, Japan"
06/26/2005,GZC 1,Gravidade Zero Combate 1,"Parana, Brazil"
06/26/2005,Pride FC,Critical Countdown 2005,"Saitama Super Arena, Saitama, Japan"
06/25/2005,Battle of Champions,Round 1,"Davenport Ice Arena, Davenport, Iowa, United States"
06/25/2005,UFC,"The Ultimate Fighter Season 2 Elimination Bouts, Day 4","UFC Training Center, Las Vegas, Nevada, United States"
06/25/2005,UFK,Ultra Fight Kempokan,"Japy Hall, Paris, France"
06/25/2005,USA MMA ,Ultimate Fight Night 4,"American Top Team Gym, Olympia, Washington, United States"
06/25/2005,RITCP,Rumble In The Car Park 1,"Imperial Hotel, Gatton, Queensland, Australia"
06/25/2005,UCE,Round 15 - Finals ,"Delta CenterSalt Lake City, Utah"
06/25/2005,BB,Bad Battle,Holland
06/25/2005,URCC 6,Unleashed Fury,"Casino Filipino Amphitheater, Paranaque City, National Capital Region, Philippines"
06/25/2005,NAC 20,North American Challenge 20,"Vancouver, British Columbia, Canada"
06/25/2005,CZ 11,Blood Brothers,"Club Lido, Revere, Massachusetts, United States"
06/25/2005,XFO 6,Judgement Day,"Lakemoor Banquet Facility, Lakemoor, Illinois, United States"
06/24/2005,CH,Copa Hunter,"Fighter Sport Gymnasium, Fortaleza, Ceara, Brazil"
06/24/2005,Inferno Promotions,Meltdown,"Plano, Texas"
06/24/2005,KOTC,Warzone,"Sheffield, England"
06/23/2005,CMT,Copa Muay Thai,"Rio De Janeiro, Brazil"
06/22/2005,UFC,"The Ultimate Fighter Season 2 Elimination Bouts, Day 3","UFC Training Center, Las Vegas, Nevada, United States"
06/22/2005,AFC,Alaska Fighting Championship: At the Egan,"Egan CenterAnchorage, Alaska"
06/21/2005,IFC 3,Integrated Fighting Classic 3,"Indianapolis, Indiana"
06/19/2005,Powergate 1,Revenge Of The No Names,"Osaka, Japan"
06/18/2005,UFC,"The Ultimate Fighter Season 2 Elimination Bouts, Day 2","UFC Training Center, Las Vegas, Nevada, United States"
06/18/2005,SS,Superpower Showdown,"Motherwell Civic Center, Motherwell, Lanarkshire, Scotland"
06/18/2005,UCW 2,Caged Inferno,"Winnipeg Convention Centre, Winnipeg, Manitoba, Canada"
06/18/2005,WQ,Extreme Fighting 4,"Ft. Wayne, Indiana"
06/18/2005,ISCF,Summer Heat 2005,"Lowndes County Civic Center, Valdosta, Georgia, United States"
06/18/2005,OC 4,Outsider Cup 4,"Masters Gym Arena, Duisburg, Germany"
06/18/2005,Shooto,Battle at the Ballpark,"Al Hrabosky\'s Ballpark Saloon, St. Louis, Missouri, United States"
06/18/2005,NACC,North American Combat Challenge,"East Martello Museum, Key West, Florida, United States"
06/18/2005,PNRF,Demolition,New Mexico
06/18/2005,EC 62,Extreme Challenge 62,"Medina, Minnesota"
06/18/2005,UK,Storm,"Birmingham, England"
06/18/2005,FX3,Xplosion,"Reading, England"
06/18/2005,HHCF 18,Hammer House Cage Fighting 18,"PromoWest Pavillion, Columbus, Ohio"
06/18/2005,ROF 17,Unstoppable,"Douglas County Events Center, Castle Rock, Colorado, United States"
06/17/2005,H2H,Hand 2 Hand Combat,"Canton, Ohio"
06/17/2005,ECFA,Colosseum,Massachusetts
06/17/2005,KOTC 55,Grudge Match,"Kiva Auditorium, Albuquerque, New Mexico, United States"
06/16/2005,SGASF,Sao Goncalo do Amarante Super Fight,"Lourival Florencio Sports Gymnasium, Sao Goncalo do Amarante, Rio Grande do Norte, Brazil"
06/16/2005,FCT,Fight Club Tournament 1,"Serejinho Gymnasium, Taguatinga, Federal District, Brazil"
06/16/2005,IFC,Michigan,Michigan
06/15/2005,UFC,"The Ultimate Fighter Season 2 Elimination Bouts, Day 1","UFC Training Center, Las Vegas, Nevada, United States"
08/13/2005,DFC 5,Legends of the Falls,"Seven Clans Casino, Thief River Falls, Minnesota, United States"
08/13/2005,MAOF,Maria Angola Open Fight,"Maria Angola Convention Center, Lima, Peru"
08/13/2005,World Kickboxing Association,Perth Fight Night,"Craigie Leisure Center, Perth, Australia"
08/13/2005,UCE,Round 16 - Episode 6,"The StationSandy, Utah"
08/13/2005,Real Fight Combat,Sao Jose dos Campos,"Sao Jose dos Campos, Sao Paulo, Brazil"
08/13/2005,Combat,Do Fighting Challenge 4,Illinois
08/13/2005,RCF,Heatwave,"Biloxi, Mississippi"
08/13/2005,LOF 1,Legends of Fighting ,"Johnson County Fairgrounds, Franklin, Indiana, United States"
08/13/2005,GC 40,Gladiator Challenge 40,"Bend, Oregon"
08/12/2005,Costa Rica,Fights 2,Costa Rica
08/07/2005,Pancrase,Hybrid Fight 2005,"Hybrid Wrestling Kagoshima Gym, Izumi, Kagoshima, Japan"
08/07/2005,RKC,Rio Kickboxer Challenge,"Rio de Janeiro, Brazil"
08/06/2005,BG 1,Battle Ground 1 ,"Indianapolis, Indiana"
08/06/2005,UCE,Round 16 - Episode 5 ,"Sandy, Utah"
08/06/2005,RF 9,Battle at the Beach 2005,"Wildwood Convention Center, Wildwood, New Jersey, United States"
08/06/2005,RITC 73,Arizona vs. Nevada,"Glendale, Arizona"
08/06/2005,CS,Caledonia Spirits,"Edinburgh, Scotland"
08/06/2005,WFL 3,Unleashed,"Club Libo, Revere, Massachusetts, USA"
08/06/2005,DC 2,Duneland Classic 2,"Portage, Indiana"
08/06/2005,VFC 10,Championship X,"Council Bluffs, Iowa"
08/06/2005,UFC Fight Night 1,Marquardt vs. Salaverry,"Cox Pavillion, Las Vegas, Nevada, United States"
08/05/2005,WC,World Combat 4,"Costa Rodrigues Gymnasium, Sao Luis, Maranhao, Brazil"
08/05/2005,MF,Minotauro Fights 2,"Antonio Balbino Gymnasium, Salvador, Bahia, Brazil"
08/05/2005,KOTC 58,Prime Time,"Soboba Casino, San Jacinto, California, United States"
08/03/2005,Accel,Kakuto Budokai 3,"Club Tsukisekai, Kobe, Hyogo, Japan"
07/31/2005,Pancrase,Spiral 6,"Korakuen Hall, Tokyo, Japan"
07/30/2005,AXFC 6,Throwdown,"Edmonds Community College, Lynwood, Washington, United States"
07/30/2005,MMA Team The Knight of Plunge,Tiger Eye,"Plateliai Yacht Club
Plateliai, Telsiai County, Lithuania"
07/30/2005,KTK,Konquer the Kage 1,"Marshfield, Wisconsin, United States"
07/30/2005,UCE	,Round 16 - Episode 4,"Sandy, Utah"
07/30/2005,XFO ,Trials 1,"Holiday Inn Conference Center, Crystal Lake, Illinois, United States"
07/30/2005,UCS,Throwdown at the T-Bar,"Ellsworth, Minnesota, United States"
07/30/2005,UD 2,Urban Destruction 2,"Bristol, England"
07/30/2005,KO,Arena 3,"Malaga, Spain"
07/30/2005,ECC,Summer Smash,"Anderson, Indiana"
07/30/2005,ROF 18,River Valley Rumble,"D&N Event Center, North Platte, Nebraska, United States"
07/30/2005,Shooto 2005,7/30 in Korakuen Hall,"Korakuen Hall, Tokyo, Japan"
07/30/2005,IFC,Rock N' Rumble,"Reno Events Center, Reno, Nevada, United States"
07/30/2005,TC 9,Resurrection,"Baby Rock Night Club, Tijuana, Mexico"
07/30/2005,AFC 13,Absolute Fighting Championships 13,"War Memorial Auditorium, Fort Lauderdale, Florida, United States"
07/29/2005,Warrior MMA 9,A New Beginning ,"Barbourville, Kentucky"
07/29/2005,W-FACE,W-FACE,"Tokyo, Japan"
07/29/2005,UN 2,Ultimate Nokaut 2,"Zadar, Croatia"
07/29/2005,CWFC,Cage Warriors 14: Quest 2,"Octagon Centre, Sheffield, Yorkshire and the Humber, England"
07/29/2005,K-1,World Grand Prix Hawaii,"Aloha Stadium, Hawaii, USA"
07/28/2005,QF,Quixere Fight 1,"Jose Wilson Gymnasium, Quixeré, Ceara, Brazil"
07/28/2005,UAGF,Universal Above Ground Fighting,California
07/27/2005,AFC 13,Alaska Fighting Championship,"Sullivan ArenaAnchorage, Alaska"
07/27/2005,GCM,Demolition 050727,"Tokyo, Japan"
07/24/2005,Zst,Swat! 2,"Gold's Gym South Tokyo Annex, Tokyo, Japan"
07/24/2005,HOP 3,Next Generation,"Time and Envy Nightclub, Swansea, South Wales, United Kingdom"
07/23/2005,UCE,Round 16 - Episode 3,"Sandy, Utah"
07/23/2005,KOTC,Socorro,"Socorro National Guard Armory, Socorro, New Mexico, United States"
07/23/2005,DB 14,DesertBrawl 14,"Bend, Oregon"
07/23/2005,NOF,Night of Fight 1,"38th Infantry Battalion Gymnasium, Vila Velha, Espirito Santo, Brazil"
07/23/2005,KC 19,Kickdown Classic 19,"Denver, Colorado"
07/23/2005,NFA,Showdown at Spirit Lake,"Spirit Lake, North Dakota, United States"
07/23/2005,GR 13,Goshin Ryu 13,England
07/23/2005,MR,Modern Ringsport,"Little Rock, Arkansas"
07/23/2005,HHCF 20,Hammer House Cage Fighting 20,"Franklin County Fairgrounds, Hilliard, Ohio"
07/23/2005,EC 63,Extreme Challenge 63,"Hayward, Wisconsin"
07/23/2005,Superbrawl,Icon,"Honolulu, Hawaii"
07/22/2005,RFC 2,Battle of the Bay 2,"A La Carte Event Pavilion, Tampa, Florida, United States"
07/22/2005,Inferno Promotions,Meltdown,Texas
07/21/2005,SRVT,Super Radikal Vale Tudo,"Belem, Para, Brazil"
07/20/2005,EC,Esperanca Combat,"Esperanca, Paraiba, Brazil"
07/18/2005,Trial,Oyaji Battle Samurai Return,"Korakuen Hall, Tokyo, Japan"
07/18/2005,RJPW,Roman Martial Arts 2005,"Miyagi Prefectural Sports Center, Sendai, Miyagi, Japan"
07/17/2005,CF,Cordoba Fight 3,"Cordoba Public Employees Union Gymnasium, Cordoba, Argentina"
07/17/2005,NS 2,Noc Skorpiona 2,"Zadar, Croatia"
07/17/2005,GC 39,Titans Collide,"Porterville, California"
07/17/2005,Pride,Bushido 8,"Nagoya Rainbow Hall, Nagoya, Aichi, Japan"
07/16/2005,XXX,Extreme Fighting,"Goshen, Indiana, United States"
07/16/2005,MD 21,Mass Destruction 21,"Fall River Armory, Fall River, Massachusetts, United States"
