date,eventName,eventTitle,location
12/15/2019,CBMMA,Combate Bolivia MMA 3,"""Santa Rosita Coliseum; Santa Cruz; Bolivia"""
12/15/2019,RCC MMA,The Real Cage Championship 3,"""Malad; Mumbai; India"""
12/15/2019,International tournament,Commonwealth Cup,"""Khanty-Mansiysk; Russia"""
12/15/2019,Fight Music,Barbosa vs. Negao,"""Clube da Valéria Taquaralto; Palmas; Tocantins; Brazil"""
12/15/2019,Amateur King Town Champion,AKTC 2: Merchor vs. Magalhaes,"""Colegio Daniel Alcides Carrion; San Juan de Lurigancho; Lima; Peru"""
12/15/2019,Colosseum MMA,Battle of Champions 11,"""Moscow; Russia"""
12/15/2019,Open Martial Arts League,Stage 76,"""Pervomaysk; Russia"""
12/15/2019,NEF 2,New Era Fighting 2,"""Quebec; Canada"""
12/15/2019,Throwdown Championship,Throwdown 5,"""Babis Cholidis Indoor Stadium; Acharnes; Greece"""
12/15/2019,Fight Card Entertainment,Takeover,"""Joe\'s Live; Rosemont; Illinois; United States"""
12/15/2019,Shooto,Force 12,"""Takamatsu Symbol Tower; Takamatsu; Japan"""
12/15/2019,Deep,93 Impact,"""Ota Ward Gymnasium; Tokyo; Japan"""
12/15/2019,Flogger Series,FS 4,"""Liaqat Bagh Sports Complex; Rawalpindi; Pakistan"""
12/14/2019,FNC 2,Fight Nation Championship 2: Edge of Tomorrow,"""Zagreb; Croatia"""
12/14/2019,ElBaja Boxing Academy,Les Princes du Ring 2019,"""Monconseil Hall; Tours; France"""
12/14/2019,AN,Arena Combat 5,"""School Nelson Mandela Gymnasium; Xinguara; Para; Brazil"""
12/14/2019,Fitness Camp,Beyond the Limits,"""Puerto Princesa City Coliseum; Puerto Princesa; Palawan; Philippines"""
12/14/2019,Golden Ticket Fight Promotions,GTFP Fight Night 13,"""Starworks Warehouse; Wolverhampton; England"""
12/14/2019,Reconquista,Reconquista 84,"""Reconquista Club; Kiev; Ukraine"""
12/14/2019,XFN,Double Red Fight Night,"""Bratislava; Slovakia"""
12/14/2019,CF-,Caveira Fight VI,"""Clube dos Oficiais da Polícia Militar; Recife; Pernambuco; Brazil"""
12/14/2019,UMMAF,2019 Ukraine MMA Cup - Selection,"""SK Zirka; Kharkov; Ukraine"""
12/14/2019,CCW,California Cage Wars 17: Fortitude,"""San Pasqual Reservation; Valley Center; California; United States"""
12/14/2019,FK ,Fight kombat 4,"""Grêmio Esportivo Mauaense; Mauá; São Paulo; Brazil"""
12/14/2019,Glory of Heroes,Rise,"""Youth Activity Center Competition Venue; Shangqiu City; Henan; China"""
12/14/2019,FGC 9,Fight Gym Combat 9,"""Surian Fight Gym; Sao Jose do Rio Preto; Sao Paulo; Brazil"""
12/14/2019,GBF,Global Boxing Federation,"""Pabellon Municipal; Zaragoza; Spain"""
12/14/2019,CFN 3,Contender Fight Night 3,"""Karpacz; Poland"""
12/14/2019,BFL 4,Barbarians Fighting League 4,"""Club Titanes Cuenca; Cuenca; Ecuador"""
12/14/2019,MFC 10,Metamorfoza Fighting Championship 10: One Year Tournament,"""Great Restaurant Tsin; St. Petersburg; Russia"""
12/14/2019,Dawghouse Promotions,Southside Rumble 4,"""National Guard Armory; Parkersburg; West Virginia; United States"""
12/14/2019,AKTC 2,Mechor vs. Magalhaes,"""Colegio Daniel Alcides Carrion; San Juan de Lurigancho; Lima; Peru"""
12/14/2019,BFN 3,Brutal Fight Night 3,"""Gimnasio Municipal N°1; Comodoro Rivadavia; Chubut; Argentina"""
12/14/2019,RFCH 7,Road Fighting Championship Russia 7,"""Jalal-Abad; Kyrgyzstan"""
12/14/2019,One Pride MMA Fight Night 35,Warriors Never Quit,"""Tennis Indoor Senayan; Jakarta; Indonesia"""
12/14/2019,CFC,Crato Fight Champions 1,"""Universidade Regional Do Cariri; Cariri; Ceará; Brazil"""
12/14/2019,ICC 7,Cordoba vs. Andrade,"""Coliseo Cerrado Juan Pinasco; Iquitos; Peru"""
12/14/2019,UGP 13,TBA,"""Coliseo Colegio Palermo; Medellin; Antioquia; Colombia"""
12/14/2019,GCF 50,Gladiator Combat Fight 50,"""Sistema X; Curitiba; Parana; Brazil"""
12/14/2019,Xtreme Fighting Mexico - XFM 12,Graniel vs. Ramos,"""Circo Teatro Renacimienton; Mexico"""
12/14/2019,559 Fights 77,Gonzales vs. Moreno,"""Rainbow Ballroom; Fresno; California; United States"""
12/14/2019,Nature Coast Fight League,Bring It Bash 5,"""High Octane Saloon; Homosassa; Florida; United States"""
12/14/2019,Midwest Fight League,Fight Knight 14,"""Knights of Columbus; Columbia; Missouri; United States"""
12/14/2019,Gladiator Challenge,Holiday Beatings,"""Soboba Sports Complex; San Jacinto; California; United States"""
12/14/2019,Krepost Fight Club,Krepost Fighting Championship,"""WOW Arena; Sochi; Russia"""
12/14/2019,WEF 91 / Brave CF 32,Brave Combat Federation,"""Sport Palace Named Kozhomkul; Bishkek; Kyrgyzstan"""
12/14/2019,SCL,Combat Series 3: Destruction,"""Jefferson County Colorado Fairgrounds; Golden; Colorado; United States"""
12/14/2019,Brutaal Genesis Fight Night,Back in the Barn 16,"""Boone County Fairgrounds; Boone; Iowa; United States"""
12/14/2019,ACA 103,Yagshimuradov vs. Butorin,"""Sibur Arena; St. Petersburg; Russia"""
12/14/2019,WSF,World Sensacional Fight 4,"""Lagomar Martial Arts Training Center; Macae; Rio de Janeiro; Brazil"""
12/14/2019,OFP,Warrior Games 8: Winter Spirit,"""Legendary Waters Casino; Bayfield; Wisconsin; United States"""
12/14/2019,CCCFC,As I Lay Vengeance Upon,"""Lansing Center; Lansing; Michigan; United States"""
12/14/2019,DSMMA,Dead Serious 37,"""Atlantic City; New Jersey; United States"""
12/14/2019,EFC 83,EFC Worldwide 83,"""Times Square; Pretoria; South Africa"""
12/14/2019,FSC,FightStar Championship 19,"""Brentford Fountain Leisure Centre; London; England"""
12/14/2019,HFC 21,Hard Fighting Championship 21,"""Grand Casino Basel; Basel; Switzerland"""
12/14/2019,WCMMA,Warrior Challenge 39,"""Circus Tavern; Purfleet; England"""
12/14/2019,Mannheimer Hafenkeilerei,Mannheim Harbor Brawl 8,"""Kolbenhalle; Mannheim; Germany"""
12/14/2019,MMA Berlin,Tournament 61,"""MMA Gym Berlin; Berlin; Germany"""
12/14/2019,Russian Cagefighting Championship,RCC 7,"""Ekaterinburg; Russia"""
12/14/2019,OTF,Invictus 20,"""San Sebastian; Spain"""
12/14/2019,GSW 17,Gala Sportow Walki 17,"""Gostyn; Poland"""
12/14/2019,Wieczor Walk 5,Wieczor Walk,"""Hala Suche Stawy; Kraków; Poland"""
12/14/2019,Road FC 57,Road Fighting Championship 57,"""Grand Hilton Seoul; Seoul; South Korea"""
12/14/2019,Lights Out Championship 6,Lozano vs. Brundage,"""Deltaplex Arena; Grand Rapids; Michigan; United States"""
12/14/2019,HCC 20,Haidar Capixaba Combat 20,"""Square Therezinha Grecchi; Espirito Santo; Brazil"""
12/14/2019,Ares FC 1,Ares Fighting Championship,"""Esplanade du Musé des Civilisations Noires; Dakar; Senegal"""
12/14/2019,WLMMA,We Love MMA 51,"""Mercedes-Benz Arena Berlin; Berlin; Germany"""
12/14/2019,CZMMA,Cagezilla FC 59,"""Silver Eagle Group; Ashburn; Virginia; United States"""
12/14/2019,UFC 245,Usman vs. Covington,"""T-Mobile Arena; Las Vegas; Nevada; United States"""
12/14/2019,One Championship,Legendary Warriors,"""Baoshan Arena; Shanghai; China"""
12/13/2019,AFL 1,Azteca Fight League 1,"""Circulo Mercantil Mutualista Oficial; Monterrey; Nuevo Leon; Mexico"""
12/13/2019,HG,Heroes Gate 23,"""Sparta Arena; Prague; Czech Republic"""
12/13/2019,PFC ,Pedrosa Fight Championship 2,"""Pedrosa Fight Training; Gravatá; Pernambuco; Brazil"""
12/13/2019,UFE,UFE-Eldorado dos Carajas 4,"""Arena VIP; Eldorado dos Carajás; Para; Brazil"""
12/13/2019,CG 26,Celtic Gladiator 26,"""Hala Urania; Olsztyn; Poland"""
12/13/2019,LF,Luzi Fight de MMA 7,"""Praça Central; Santa Luzia; Para; Brazil"""
12/13/2019,TC 1,Trujillo Combat 1,"""Centro Comercial Las Quintanas; Trujillo; Peru"""
12/13/2019,SCL,Combat Series: Season's Beatings,"""Jefferson County Colorado Fairgrounds; Golden; Colorado; United States"""
12/13/2019,GLFC 13,Global Legion FC 13,"""Miramar Armory; Miramar; Florida; United States"""
12/13/2019,CFU,Collision Fight Ultimate 14: Mortal Kombat,"""Club Circulo Sportivo; Salto; Uruguay"""
12/13/2019,Fusion Fight League,Season's Beatings 4,"""First Interstate Arena; Billings; Montana; United States"""
12/13/2019,NFC 54,Nicaraguan Fighting Championship 54: Desafio Final,"""Plaza 101; Managua; Nicaragua"""
12/13/2019,Valor Fighting Challenge 67,Fight Night at The Joe 11,"""Cotton Eyed Joe; Knoxville; Tennessee; United States"""
12/13/2019,AOW 15,Art of War Cage Fighting 15,"""2300 Arena; Philadelphia; Pennsylvania; United States"""
12/13/2019,GFC 22,Gorilla Fighting 22,"""Basket Hall; Krasnodar; Russia"""
12/13/2019,CCC 4,Colorado Combat Club 4,"""Stampede; Aurora; Colorado; United States"""
12/13/2019,Fury FC 40,Fury Fighting Championship 40,"""Humble Civic Center; Humble; Texas; United States"""
12/13/2019,TF,Triton Fights 16,"""The Space; Westbury; New York; United States"""
12/13/2019,Cage Fighting Slovakia,Fight Night,"""Sportova Hala; Komarno; Slovakia"""
12/13/2019,NBCSP,New Generation Cage MMA Series 4,"""Norths League Club; Abbott St. Cammeray; New South Wales; Australia"""
12/13/2019,HFS,Hex Fight Series 20,"""Melbourne Pavilion; Melbourne; Queensland; Australia"""
12/13/2019,Combate Americas,Stockton,"""Stockton; California; United States"""
12/13/2019,Babilon MMA 11,Skibinski vs. Nalgiev,"""MOSiR Hall; Radom; Poland"""
12/12/2019,IFL,International Fighters League,"""Kabul; Afghanistan"""
12/12/2019,AT,Amazon Talent 12-Premium,"""Versalles Eventos; Manaus; AM; Brazil"""
12/11/2019,AKFC,AK Fighting Championship 3,"""Gothia Tower The Theatre; Gothenburg; Sweden"""
12/11/2019,AFC 155,Alaska Fighting Championship 155,"""Alaska Airlines Center; Anchorage; Alaska; United States"""
12/11/2019,Pancrase,311,"""Studio Coast; Tokyo; Japan"""
12/10/2019,Coliseu Fight Night,Countdown Edition,"""Anastacio Municipal Gymnasium; Anastacio; Mato Grosso do Sul; Brazil"""
12/09/2019,Fight for Hype,Fight for Hype 7,"""Moscow; Russia"""
12/09/2019,Megdan Fighting 6,Megdan 21 Century,"""Stark Arena; Belgrad; Serbia"""
12/08/2019,Boom MMA,Fitexpo 2019,"""Science City; Kolkata; West Bengal; India"""
12/08/2019,Carpathian Warriors 7,Mlode Wilki,"""MOSiR; Jaroslaw; Poland"""
12/08/2019,RCC MMA,The Real Cage Championship 2,"""Malad; Mumbai; India"""
12/08/2019,Studsport,St. George Cup 4,"""Krylya Sovetov; Moscow; Russia"""
12/08/2019,HOF,Hall of Fame 5,"""Novosibirsk State Circus; Novosibirsk; Russia"""
12/08/2019,Rise Debut Fight Series,Rise DFS 3,"""Nippon Training; Zürich-Dietikon; Switzerland"""
12/08/2019,Wieczor Sportow Walki,Nowy Tomysl,"""Hala Powiatowego Centrum Sportu; Nowy Tomyśl; Poland"""
12/08/2019,PCP 4,Spartak Fight Challenge 1,"""Lokomotiv Sports Hall; Kharkov; Ukraine"""
12/08/2019,Octagon Promotion,Octagon 12,"""Taldykorgan Youth Palace; Taldykorgan; Kazakhstan"""
12/08/2019,CC 25,Combat Challenge 25,"""Cedar Court Hotel; Bradford; Yorkshire; England"""
12/08/2019,KOTC,Hard Drive,"""Toyota Arena; Ontario; California; United States"""
12/07/2019,Maktub Fight Combat,Action Fight Edition,"""Campina Grande do Sul Arena; Campina Grande do Sul; PR; Brazil"""
12/07/2019,Combate Americas,Tito vs. Alberto,"""Payne Arena; Hidalgo; Texas; United States"""
12/07/2019,League MMA,MMA Tournament,"""Voshod Sports Complex; Kiev; Ukraine"""
12/07/2019,INTERNACIONAL PRO FIGHT,1,"""Hotel Internacional; Maringá; Paraná; Brazil"""
12/07/2019,WFC,Warrios Fight Championship 1,"""Ginásio do colégio Ottomar Schwengber; Luís Eduardo Magalhães; Bahia; Brazil"""
12/07/2019,ACM,Amazon Combat MMA  4,"""Trem Esportivo Gynasium Club; Macapá; Amapá; Brazil"""
12/07/2019,EF,Eletro Fight 4,"""Barao Rio Branco Square; Amapa; Amapa; Brazil"""
12/07/2019,MGFN,MG Fight Night 10,"""Palac Atrium; Pardubice; Czech Republic"""
12/07/2019,GMC OlympiX 65,GMC OlympiX 65,"""MMA Cage Kassel; Kassel; Germany"""
12/07/2019,Pretorianos MMA 5,Reveillon Edition,"""AABB Gymnasium; Dourados; Mato Grosso do Sul; Brazil"""
12/07/2019,Arena Global,Arena Global 3: Souza vs. Antonuce ,"""Gremio de Vista Alegre; Rio de Janeiro; Brazil"""
12/07/2019,TFM,Titan Fight Melgaco 3,"""Gymasium Raimundo Nonato; Melgaço; Para; Brazil"""
12/07/2019,SPF / PSF,Pit Bull Super Fight 7,"""Zeca Faustino Gymnasium; Salinopolis; Para; Brazil"""
12/07/2019,UKFC,UK Fighting Championships 12,"""The Imperial; Preston; England"""
12/07/2019,Dazn ,Ruiz Jr. vs. Joshua 2,"""Diriyah Arena; Diriyah; Saudi Arabia"""
12/07/2019,SBC 25,Serbian Battle Championship 25: Revenge!,"""Velika Dvorana SPENS-a; Novi Sad; Serbia"""
12/07/2019,DFC 6,Santos vs. Lopez,"""Techado Club Pueblo Nuevo; Santo Domingo; Dominican Republic"""
12/07/2019,Gulf Coast MMA,Holiday Fight Night 2,"""Biloxi Civic Center; Biloxi; Mississippi; United States"""
12/07/2019,AFC,Austrian Fight Challenge 12,"""Hallmann Dome; Vienna; Austria"""
12/07/2019,Torashi FC,Copa Torashi Internacional,"""Club Torashi; Quevedo; Ecuador"""
12/07/2019,Parana Strike,MMA Professional,"""Club Atletico Olimpia; Parana; Entre Rios; Argentina"""
12/07/2019,CCW,Max Fight Night 2,"""Combat Club Windhoek; Windhoek; Namibia"""
12/07/2019,Master 8,Fecha 16,"""Club Ateneo; Punta Alta; Buenos Aires; Argentina"""
12/07/2019,DTC Fights,Good Head,"""La Canchita de Mansilla; Lima; Peru"""
12/07/2019,Amazon FC 16,Tapullima vs. Santamaria ,"""Coliseo Cerrado de Pucallpa; Pucalla; Peru"""
12/07/2019,ECF 28,Holiday Havoc,"""La Boom; Woodside; New York; United States"""
12/07/2019,MTF 14,Mountain Force MMA 14,"""Mini-Cassia Center; Burley; Idaho; United States"""
12/07/2019,Shamrock FC,Shamrock 326,"""Ameristar Casino; Kansas City; Missouri; United States"""
12/07/2019,Impact Promotions,Beatdown at the Beach 9,"""Laketown Wharf; Panama City Beach; Florida; United States"""
12/07/2019,Organized Combat Sports,OCS 1: December Heat,"""Lewis & Clark County Fairgrounds; Helena; Montana; United States"""
12/07/2019,RITC,Rage in the Cage OKC 70,"""Sugar Creek Casino; Hinton; Oklahoma; United States"""
12/07/2019,Combat Night,Combat Night Pro 16: South Florida,"""Omni Auditorium; Coconut Creek; Florida; United States"""
12/07/2019,LITC,Lugano in the Cage 3,"""City Expo; Lugano; Switzerland"""
12/07/2019,MFP,Amur Challenge 17,"""Grand Arena Ostrova; Blagoveshchensk; Russia"""
12/07/2019,Bravo Fight,MMA E MUAY THAI,"""Academy Bravo Artes Marciais Niteroi; Rio de Janeiro; Brazil"""
12/07/2019,SFC,Strike Fighting Championship 10,"""Municipal Gymnasium Barcarena; Barcarena; Para; Brazil"""
12/07/2019,Cageside Promotions / KCFA,Kansas City Fighting Alliance 36,"""Truman Memorial Building; Independence; Missouri; United States"""
12/07/2019,RFP 74,West Fight 28,"""Stahlberg Pivnyi Bar; Rivne; Ukraine"""
12/07/2019,OSE,Vladimir Grachev Memorial 2019,"""Kursk; Russia"""
12/07/2019,HRMMA,Hardrock MMA 113: Agnew vs. Schommer,"""Dayton Convention Center; Dayton; Ohio; United States"""
12/07/2019,Primal Fight Promotions,MMA Fight Night 6,"""West Windsor Athletic Club; West Windsor Township; New Jersey; United States"""
12/07/2019,Pure FC 16,Pure Fighting Championships 16,"""Holiday Inn Stevens Point; Stevens Point; Wisconsin; United States"""
12/07/2019,X1 Kombat,X1 Kombat 2,"""CT Maori Team; Contagem; Minas Gerais; Brazil"""
12/07/2019,Katana Fight 10,Roverso vs. Henrique,"""Expotrade; Pinhais; Parana; Brazil"""
12/07/2019,Superior Challenge 20,Stockholm,"""Stockholmsmassan; Stockholm; Sweden"""
12/07/2019,Hype FC 11,Hype Fighting Championship 11,"""Pier2; Bremen; Germany"""
12/07/2019,RBM 5,Power of Siberia,"""Event Hall Ovation; Tyumen; Russia"""
12/07/2019,TFC 3,Tasmanian Fighting Championships 3,"""Hobart City Hall; Hobart; Tasmania; Australia"""
12/07/2019,Tatfight,Tatfight 10,"""Cultural and Entertainment Complex Pyramid; Kazan; Russia"""
12/07/2019,Brave CF 31,Brave Combat Federation,"""Sibaya Casino; Durban; South Africa"""
12/07/2019,EMMA,Eternal DS 1,"""WA Italian Club; West Perth; Western Australia; Australia"""
12/07/2019,MFC,Manaquiri Fight Championship 3,"""Gymnasium Jose Lins Caldeirao; Manaquiri; Amazonas; Brazil"""
12/07/2019,Mr. Cage Championship,Mr. Cage 40,"""Helio Campos Gymnasium; Boa Vista; Roraima; Brazil"""
12/07/2019,CFC 7,Corumba Fight Combat 7,"""Lucilio de Medeiros Gymnasium; Corumba; Mato Grosso do Sul; Brazil"""
12/07/2019,KSW 52,The Race: Askham vs. Khalidov,"""Arena Gliwice; Gliwice; Poland"""
12/07/2019,Budo 42,Budo Fighting Championships 42,"""Turton Sports Centre; Bolton; England"""
12/07/2019,UFC on ESPN 7,Overeem vs. Rozenstruik,"""Capital One Arena; Washington; D.C.; United States"""
12/06/2019,Sicario MMA,Sicario 06,"""Academia Striker´s House; Curitiba; PR; Brazil"""
12/06/2019,XFL,Xtreme Fight Night 364,"""Buffalo Run Casino & Resort; Miami; Oklahoma; United States"""
12/06/2019,Qazaq Ulttyk Shaikasy,QUS Title Fight,"""Circus Palace; Shymkent; Kazakhstan"""
12/06/2019,Wirtuoz Challenge,Rawa Mazowiecka Fight Night,"""Millenium Sports Hall; Rawa Mazowiecka; Poland"""
12/06/2019,K1 MAXIMUM Promotion, K1 MAXIMUM Promotion,"""Tver; Russia"""
12/06/2019,Crixus MMA,05,"""Coliseo Estadio Olímpico de la UDG; Guadalajara; Mexico"""
12/06/2019,MGL-1 Fighting Championship,MGL-1 FC 13,"""Mongolian Wrestling House; Ulaanbaatar; Mongolia"""
12/06/2019,NFG 14,Battle of the Champions,"""Minsk; Belarus"""
12/06/2019,STT 10,Serpente Top Team 10,"""Manoel Silva Gymnasium; Santa Izabel do Para; Para; Brazil"""
12/06/2019,AMMAC,Alpha MMA Championship 7,"""Sibaya Casino; Durban; South Africa"""
12/06/2019,Ring of Combat,Combat at the Garden 45,"""Madison Square Garden; New York; New York; United States"""
12/06/2019,Bayou FC 43,Battle of New Orleans,"""Copeland Tower; Metairie; Louisiana; United States"""
12/06/2019,Blue Corner Promotions,Ultimate Blue Corner Battles,"""Harrah\'s Casino; Kansas City; Missouri; United States"""
12/06/2019,DCS 57,Seasons Beatings 2019,"""Pinnacle Bank Arena; Lincoln; Nebraska; United States"""
12/06/2019,HC 42,Hanuman Cup 42,"""Sportova hala Mlados; Bratislava; Slovakia"""
12/06/2019,K-1 Maximum,K-1 Maximum Promotion,"""Yubileiny Sports Palace; St. Petersburg; Russia"""
12/06/2019,Alaska Combat Entertainment,Moana vs. Simpson,"""Menard Sports Complex; Wasilla; Alaska; United States"""
12/06/2019,SAARFC 20,Solid as a Rock Fighting Championships,"""Carlson Center; Fairbanks; Alaska; United States"""
12/06/2019,GFC 21,Gorilla Fighting 21,"""MTL Arena; Samara; Russia"""
12/06/2019,PFC 12,Prospect Fighting Championships 12	,"""St. Denis Centre; Windsor; Ontario; Canada"""
12/06/2019,PFC,Prestige Fighting Championship 12,"""Syncrude Sport and Wellness Centre; Fort McMurray; Alberta; Canada"""
12/06/2019,Unified MMA 39,Campbell vs. Pickney,"""River Cree Resort and Casino; Enoch; Alberta; Canada"""
12/06/2019,Future FC 10,Furia vs. Godzilla,"""Sao Paulo; Sao Paulo; Brazil"""
12/06/2019,One Championship,Mark of Greatness,"""Axiata Arena; Kuala Lumpur; Malaysia"""
12/05/2019,FCOC 61,Fight Club OC,"""The Hangar at The OC Fair & Events Center; Fountain Valley; California; United States"""
12/04/2019,XKO,Amateur Series 18: Black Tie,"""Dallas; Texas; United States"""
12/04/2019,One Championship,One Warrior Series 9,"""Singapore"""
12/03/2019,SFC,Strong Fighting Championship,"""Kyzyl-Kiya; Kyrgyzstan"""
12/03/2019,300 Sparta 36,Soncora vs. Cabeludo ,"""Club Chiquian; Lima; Peru"""
12/03/2019,WTKF,Bozorov vs. Magomedov,"""Vegas City Hall; Moscow; Russia"""
12/03/2019,Shooto,Hong Kong Amateur Shooto Ranking Tournament,"""Sensory Fight Club; Hong Kong"""
12/02/2019,GFC Serbia,Gladiators Fighting Championship 5,"""Sports Hall; Vranje; Serbia"""
12/02/2019,King of Warriors 3,King of Warriors 3 / Strike Fighting Championship 4,"""Arbat Hall; Moscow; Russia"""
12/01/2019,Zst,Zst in Shiwasu,"""Gen Sports Palace; Tokyo; Japan"""
12/01/2019,RCC MMA,The Real Cage Championship 1,"""Malad; Mumbai; India"""
12/01/2019,LDO,Liga de Oro MMA-Do: Round 10,"""Coliseo Teo Cruz; Santo Domingo; Dominican Republic"""
12/01/2019,MFC South Africa,Fight Zone 112,"""Greyville Convention Center; Durban; South Africa"""
12/01/2019,GIT Sech Pro,Time of New Heroes 3,"""Nautilus Event Space; Vasilyevsky Island; St. Petersburg; Russia"""
12/01/2019,Open Martial Arts League,Stage 75,"""Pervomaysk; Russia"""
12/01/2019,OSE,Heritage Festival 2019,"""Moscow; Russia"""
12/01/2019,UMMA,Saratov Open Cup 2019,"""Saratov; Russia"""
12/01/2019,FFC 3,FMR Fighting Championship 3,"""Luzhniki Arena; Moscow; Russia"""
12/01/2019,WSC 5,Warrior Sports Championship,"""National Stadium Surulere; Lagos; Nigeria"""
12/01/2019,AFC 23,Australian Fighting Championship 23,"""Melbourne Pavilion; Melbourne; Queensland; Australia"""
11/30/2019,CFT,Champion Fighting 1,"""Culture House; Hamuliakovo; Slovakia"""
11/30/2019,SC,Spartacus Combate 5,"""Uberlândia; Minas Gerais; Brazil"""
11/30/2019,UGB 34,Rampage: Cabasag vs Sismundo,"""Sta. Ana Sports Complex; Sta.Ana; Cagayan; Philippines"""
11/30/2019,WOW 1,Way of Warriors FC 1,"""Hotel Novotel; Madrid; Spain"""
11/30/2019,WFCF,WFCF 2 Tblisi,"""Shatili Arena; Tbilisi; Georgia"""
11/30/2019,Vilsão Team,Fight Club MMA 12		,"""A. GOVERNADOR MAGALHAES PINTO; Montes Claros; Minas Gerais; Brazil"""
11/30/2019,Dessau Boxnacht,Dessau Boxnacht 9,"""Glaspalast Dessau; Dessau; Sachsen-Anhalt; Germany"""
11/30/2019,Coronel Fight 2,Ogro vs. Marck,"""Gym Municipal de Coronel Vivida; Coronel Vivida; PR; Brazil"""
11/30/2019,Shooto Italy,Bushido 26 Hurricane,"""Hurricane Gym; Torino; Italy"""
11/30/2019,Voronezh MMA Federation,Don Ataman,"""Aura; Voronezh; Russia"""
11/30/2019,KOK,King of Kings World Series 2019 in Germany,"""Yayla Arena Krefeld; Krefeld; Germany"""
11/30/2019,Land Of The Fathers,Open Chernozem League: Stage 4,"""Voronezh; Russia"""
11/30/2019,NFC,Natal Fight Championship 17,"""NFC Training Center; Natal; Rio Grande do Norte; Brazil"""
11/30/2019,SCF,Silva Combat Fight 2,"""Academy Atala; Manaus; Amazonas; Brazil"""
11/30/2019,FNC 5,Fight Night Champions 5: Escudero vs. Smith Jr.,"""Tijuana Municipal Auditorium; Tijuana; Baja California; Mexico"""
11/30/2019,Night of Warriors,Night of Warriors 5.0,"""Arena Nova; Wiener Neustadt; Austria"""
11/30/2019,JF,Jungle Fight 99,"""Vila Olimpica Professor Manoel Jose Gomes Tubino; em Jacarepagua; Rio de Janeiro; Brazil"""
11/30/2019,Guerra de Titanes 4,Leon vs. Hurtado,"""Coliseo Ciudad de LojaLocation: Loja; Ecuador"""
11/30/2019,Bradar Fight / True Time,BFTT 1,"""Espaço Religião da Luta; Curitiba; Parana; Brazil"""
11/30/2019,MF 18,Mandarina Fights 18,"""Pedagogical Unit Gym ""Jose Rafael Araya Rojas""; San Jose; Costa Rica"""
11/30/2019,Fighting Force Promotions,Amateur Force 1: St. Jusca vs. Rivas,"""Plaza El Doral; Puerto Plata; Dominican Republic"""
11/30/2019,PureCombat,High Impact,"""Robinson Rancheria Resort & Casino; Nice; California; United States"""
11/30/2019,AFL 22,Bad Blood,"""Pabellón Francisco Calvo; Barcelona; Spain"""
11/30/2019,Kaiser,Kaiser Inter League 1,"""Busan; South Korea"""
11/30/2019,RLF,Road to Legacy of Fighters,"""Salon de Eventos Club de Leones de Cuernavaca; Cuernavaca; Morelos; Mexico"""
11/30/2019,Time To Fight 59,Dolgoprudny,"""Dolgoprudny; Russia"""
11/30/2019,AFC,Almighty Fighting Championship 15,"""Liverpool Olympia; Liverpool; England"""
11/30/2019,Rise FC 5,Rise Fighting Championship,"""Landing Sport Center; Chilliwack; British Columbia; Canada"""
11/30/2019,UMMA,Patriot Cup 2019,"""Murmansk Track And Field Arena; Murmansk; Russia"""
11/30/2019,SFT,Standout Fighting Tournament 18,"""Sao Paulo; Sao Paulo; Brazil"""
11/30/2019,Caray MMA & Boxing,Temporada 1 MMA Fights 3,"""Casino Hollywood C.C. Chipichape; Cali; Colombia"""
11/30/2019,PACF,PA Cage Fight 36,"""Genetti\'s; Wilkes-Barre; Pennsylvania; United States"""
11/30/2019,KOTC,King of the Cage,"""Chinook Winds Casino; Lincoln City; Oregon; United States"""
11/30/2019,GFA,Organized Chaos 17,"""Sports Zone; Topeka; Kansas; United States"""
11/30/2019,BTC 8,Eliminator,"""Scotia Bank Center; Niagara Falls; Ontario; Canada"""
11/30/2019,FMMAMG,Federacao Fight 11,"""Uai Shopping; Belo Horizonte; Minas Gerais; Brazil"""
11/30/2019,FCC 5,Fight Club Championship 5,"""Tarantini Fight Center; Sassari; Italy"""
11/30/2019,Fight Masters,Selection 8,"""Fight Club Fight Masters; Donetsk; Ukraine"""
11/30/2019,UWC,Rampage,"""Talk Nightclub; Southend-on-Sea; England"""
11/30/2019,Adrenalin,Fight Night Pontardawe,"""Wales"""
11/30/2019,Caged Steel 24,Caged Steel Fighting Championship 24,"""Doncaster Dome; Doncaster; England"""
11/30/2019,CAGE 49,Cage MMA Finland 49,"""Cultural Centre; Helsinki; Finland"""
11/30/2019,Expo Fight,Betim,"""Shopping Partage; Betim; Minas Gerais; Brazil"""
11/30/2019,SAP 3,Sharks Attack: Silesian Wars,"""Hala MOSiR; Mysłowice; Poland"""
11/30/2019,Gladiators Cage Fighting,Gladiators 8,"""St. Marys Band Club; St. Marys; New South Wales; Australia"""
11/30/2019,FMD,Full Metal Dojo 18: Bangkoxploitation,"""Insanity Nightclub; Bangkok; Thailand"""
11/30/2019,MFP 231,Modern Fighting Pankration 231,"""Fetisov Arena; Vladivostok; Russia"""
11/30/2019,ECC 26,Extreme Cage Combat 26,"""Halifax Forum; Halifax; Nova Scotia; Canada"""
11/30/2019,Hammer,Time of the Brave,"""Oka Sports Palace; Murom; Russia"""
11/30/2019,MMA Sever,Parma Fights 10,"""Komi; Russia"""
