date,eventName,eventTitle,location
11/30/2019,MMATC,MMA Total Combat 81,"""NE6 Suite; Newcastle; England"""
11/29/2019,AFL,Aztecs Fight League,"""Aztecs Fight Studio; Imphal; Manipur; India"""
11/29/2019,JCK,Jue Cheng King,"""Taiyuan; China"""
11/29/2019,WFO,MBK Center World Fight Festival 2019,"""MBK Center; Bangkok; Thailand"""
11/29/2019,Lux Fight League,Lux 007,"""Showcenter Complex; Monterrey; Mexico"""
11/29/2019,AMMAC,Alpha MMA Championship 6,"""Hoërskool Florida; Roodepoort; South Africa"""
11/29/2019,ADW,UAE Warriors 9,"""United Arab Emirates"""
11/29/2019,UFN 21,Urban Fight Night 21,"""Hurstville Entertainment Centre; Hurstville; New South Wales; Australia"""
11/29/2019,MFC 4,Modern Fighting Championship 4,"""Saskatoon; Saskatchewan; Canada"""
11/29/2019,Prime MMA,Prime MMA 2,"""Circus Arena; Ivanovo; Russia"""
11/29/2019,ACA 102,Almaty,"""Almaty; Kazakhstan"""
02/28/2020,Gladiators Bowl,Gladiators Bowl Fight Night 3,"""Muazzam Palast; Bottrop; North Rhine-Westphalia; Germany"""
02/28/2020,MGZ Boxing Promotions,Lejarraga vs. Macias,"""Navarra Arena; Pamplona; Comunidad Foral de Navarra; Spain"""
02/28/2020,Square Ring Promotions,Island Fights 62,"""Pensacola Fairgrounds; Pensacola; Florida; United States"""
02/28/2020,MFN 4,Matrix Fight Night 4,"""Al-Nasr Sports Club; Dubai; United Arab Emirates"""
02/28/2020,Batyr Bashy,Batyr Bashy 8,"""Gazprom Sport Hall; Bishkek; Kyrgyzstan"""
02/28/2020,Combate Americas,Mexico vs. USA,"""Save Mart Center; Fresno; California; United States"""
02/28/2020,SCL,King Of Sparta Lightweights,"""Jefferson County Fairgrounds; Golden; Colorado; United States"""
02/28/2020,Titan FC 59,Graves vs. Villefort,"""Xtreme Action Park; Ft. Lauderdale; Florida; United States"""
02/28/2020,One Championship,King of the Jungle,"""Singapore Indoor Stadium; Kallang; Singapore"""
02/28/2020,DFC 15,Desafio Fighting Championship 15,"""El Gran Maizal; Trujillo; Peru"""
02/27/2020,Perviy Club,Fight Show 40,"""Amoret Art Club; Moscow; Russia"""
02/26/2020,Inka FC 33,Pinedo vs. De Santana,"""El Rosedal; Lima; Peru"""
02/26/2020,AFC 157,Alaska Fighting Championship 157,"""Alaska Airlines Center; Anchorage; Alaska; United States"""
02/24/2020,Deep,Jewels 28,"""New Pier Hall; Tokyo; Japan"""
02/23/2020,KROSSxOVER,KROSSxOVER 8,"""Saitamaken Kenmin Katsudo Total Center; Saitama; Japan"""
02/23/2020,Fighting Nexus,Vol. 19: First Featherweight Championship Tournament Opening,"""GEN Sports Palace; Tokyo; Japan"""
02/23/2020,KFS 1,Kosova Fighting Series 1,"""Peje's Sports Hall; Peje; Kosovo"""
02/23/2020,BF 4,Brixia Fighters 4,"""Palestre 53; Concesio; Italy"""
02/23/2020,Gladiator,Gladiator 012 in Osaka,"""Osaka Municipal Higashinari Ward Community Center; Osaka; Japan"""
02/23/2020,Kunlun Fight,Phuket,"""Hatpatong Football Stadium; Patong; Phuket; Thailand"""
02/23/2020,WEF 94,Selection 30,"""Moscow; Russia"""
02/23/2020,WFC 3,Warriors Fighting Championship 3,"""Hilite Mall; Kerala; India"""
02/23/2020,PCFL 2,Pro Combat Fight League,"""Ladwa; Kurukshetra; Delhi; India"""
02/23/2020,UMMA,Cup Of Kaluga 2020,"""Kaluga; Russia"""
02/23/2020,Baikal FC,Selection 11,"""Martial Arts Club VITYAZ; Irkutsk; Russia"""
02/23/2020,Fight Club Den Haag,Lekkah Rausuh,"""Houwaart Boxing School; Den Haag; Netherlands"""
02/23/2020,Destiny MMA,Valentines Massacre,"""Neal S. Blaisdell Arena; Honolulu; Hawaii; United States"""
02/23/2020,Jackhammer Promotions,The Beat Down 2,"""Mulcahy\'s; Wantagh; New York; United States"""
02/23/2020,WTKF 5,World Total Kombat Federation 5,"""M-1 Casino; Minsk; Belarus"""
02/23/2020,Artsakh FC 2,Artsakh Fighting Championship 2,"""Artsakh Stepanokert; Armenia"""
02/23/2020,FFC,FMR Fighting Championship: Selection 1,"""USK Krilya Sovetov; Moscow; Russia"""
02/23/2020,Iranian International Championship,IRI Championship 1,"""Isfahan; Iran; Islamic Republic of"""
02/23/2020,Fury FC 42,Fury Fighting Championship 42,"""Bayou Event Center; Houston; Texas; United States"""
02/23/2020,UFC Fight Night 168,Felder vs. Hooker,"""Spark Arena; Auckland; New Zealand"""
02/22/2020,Fox PPV/ESPN Plus,Wilder vs. Fury II,"""MGM Grand Garden Arena; Las Vegas; Nevada; United States"""
02/22/2020,MCP 10,Arzoumanidis vs. Ozer,"""Ioannis Vellidis Convention Center; Thessaloniki; Greece"""
02/22/2020,Adrenalina MMA,Desafio Adrenalina 2,"""Club Country Pinar; Canelones; Uruguay"""
02/22/2020,The League,The League 2020,"""Tondiraba Ice Hall; Tallinn; Estonia"""
02/22/2020,AFN,Austrian Fight Night: Challengers,"""Bad Voeslau; Austria"""
02/22/2020,GFC 01,Gentlemanflower Fighting Championship 01,"""Bin's Gym; Geoje Island; South Korea"""
02/22/2020,Gladijator Fight Night,Gladijator Fight Night 4,"""Sportski Centar Mirna; Pula; Croatia"""
02/22/2020,KoMOR,Voimezh Battle 9,"""Roshal; Moscow; Russia"""
02/22/2020,Fight Club Zeus,Selection,"""Kharkiv Sports Complex; Kharkiv; Ukraine"""
02/22/2020,World Cossack Fight Federation,2020 Dnipro Open MMA Cup,"""Klitschko Brothers Sports Center; Kamianske; Ukraine"""
02/22/2020,CN 117,Combat Night 117: Broward,"""Sway; Ft. Lauderdale; Florida; United States"""
02/22/2020,DCS 59,Syracuse Slugfest 2,"""Kimmel AG-Expo Center; Syracuse; Nebraska; United States"""
02/22/2020,ACC 51,Amateur Combat Club 51,"""Colegio Rosa Merino; Rimac; Lima; Peru"""
02/22/2020,UMMA,Cup Of Yamalo-Nanetsky 2020,"""Yamalo-Nanetsky; Russia"""
02/22/2020,Bike Fight,Stay True,"""Great Restaurant Tsin; St. Petersburg; Russia"""
02/22/2020,RFC 1,Resilient Fighting Championship 1,"""Menlo Park Wrestling Club; Pretoria; South Africa"""
02/22/2020,CFC 11,Cameroon Fighting Championship 11,"""Au Complexe Sportif de la Beac Yaounde; Yaounde; Cameroon"""
02/22/2020,AFC,Almighty Fighting Championship 16,"""Barnsley Metrodome; Barnsley; England"""
02/22/2020,Evolution Sports Expo,Sacramento,"""Cal Expo Center; Sacramento; California; United States"""
02/22/2020,UMMA,Cup Of Altay 2020,"""Altay; Russia"""
02/22/2020,UMMA,Cup Of Leningrad 2020,"""St. Petersburg; Russia"""
02/22/2020,RCC,Road to the PFL,"""RCC Martial Arts Academy; Ekaterinburg; Russia"""
02/22/2020,Bator Fighting Championship,Grand Prix 61kg,"""Bishkek; Kyrgyzstan"""
02/22/2020,SFC 2,San Francisco Combat 2,"""Napa; California; United States"""
02/22/2020,Octagon Promotion,Octagon 13,"""TRK Grand Park; Almaty; Kazakhstan"""
02/22/2020,Road To WWFC,Bukovel Open Cup Stage 2,"""Bukovel; Ukraine"""
02/22/2020,RWC 4,Dabrowa Gornicza,"""Centrum Hall; Dabrowa Gornicza; Poland"""
02/22/2020,YFC 10,Guarnizo vs. Blasco,"""Coliseo de Deportes Yantzaza; Yantzaza; Ecuador"""
02/22/2020,Fighting Force Promotions,Force 3: Garcia vs. Urena,"""Pabellon de Esgrima; Centro Olimpico; Santo Domingo; Dominican Republic"""
02/22/2020,Alash Pride FC,Grand Prix,"""Versal Restaurant; Turkestan; Kazakhstan"""
02/22/2020,Fight Masters,Selection 10,"""Fight Club Fight Masters; Donetsk; Ukraine"""
02/22/2020,Coastal Combat 7,Buckman vs. Dasa,"""USC Stadium; Sunshine Coast; Queensland; Australia"""
02/22/2020,Hombres de Honor 103,MMA Carnival,"""Pabellón San José; Guadalajara; Spain"""
02/22/2020,Rocket Combat Sports,Battle at the Hornet's Nest 3,"""Orange County High School; Orange; Virginia; United States"""
02/22/2020,DSMMA,Dead Serious 38,"""Showboat; Atlantic City; New Jersey; United States"""
02/22/2020,CageSport MMA,CageSport 60,"""Emerald Queen Casino; Tacoma; Washington; United States"""
02/22/2020,WFF 42,World Fighting Federation,"""Celebrity Theatre; Phoenix; Arizona; United States"""
02/22/2020,FAC 2,Fighting Alliance Championship,"""Silverstein Eye Centers Arena; Independence; Missouri; United States"""
02/22/2020,CC,Colosseum Combat 52,"""Kokomo Event & Conference Center; Kokomo; Indiana; United States"""
02/22/2020,KOTC,Future Legends 46,"""Silver Legacy Resort Casino; Reno; Nevada; United States"""
02/22/2020,Voronezh MMA Federation,Fight Riot,"""Event Hall; Voronezh; Russia"""
02/22/2020,Invasion MMA 15,IMMA 15,"""Sverdlovsk; Russia"""
02/22/2020,BCM Promotions,Fight Night 8,"""Mansfield Masonic Temple; Mansfield; Ohio; United States"""
02/22/2020,Shamrock FC,Shamrock 328,"""Ameristar Casino; Kansas City; Missouri; United States"""
02/22/2020,Bellator 240,McCourt vs. Ruis,"""3Arena; Dublin; Ireland"""
02/22/2020,EMMA,Eternal MMA 50,"""Australia"""
02/22/2020,100% Fight 43,Diatta vs. Morais,"""Japy Gymnasium; Paris; France"""
02/21/2020,Rizin FF,Rizin 21,"""Hamamatsu Arena; Hamamatsu; Shizuoka; Japan"""
02/21/2020,Perm Regional MMA Federation,Real Men Tournament,"""Perm; Russia"""
02/21/2020,Epic Fighting,Epic 45,"""Four Points by Sheraton San Diego; San Diego; California; United States"""
02/21/2020,SteelFist Fight Night 73,Rectify,"""Union Event Center; Salt Lake City; Utah; United States"""
02/21/2020,Combate Americas 55,Garcia vs. Bandenay,"""Mexicali; Mexico"""
02/21/2020,Gionco International,AMA 36,"""Canada"""
02/21/2020,ACA 104,Goncharov vs. Vakhaev,"""Basket Hall; Krasnodar; Russia"""
02/21/2020,LFA 82,Polizzi vs. Pogues,"""Mystic Lake Casino Hotel; Prior Lake; Minnesota; United States"""
02/21/2020,ROC 71,Ring of Combat 71,"""Tropicana; Atlantic City; New Jersey; United States"""
02/21/2020,Bellator 239,Ruth vs. Amosov,"""WinStar World Casino; Thackerville; Oklahoma; United States"""
02/20/2020,RECC IX,Clash of the Titans,"""South Forest Leisure Complex; Edwinstowe; England"""
02/20/2020,Lyon Fighting Championship,Apash Tournament 8,"""Gymnase Jean Jacque Rosseau; Vaulx en Velin; France"""
02/20/2020,A-Fight MMA,A-Fight 7,"""Olympus Arena; Nevinnomyssk; Russia"""
02/20/2020,FCOC 62,Fight Club OC,"""The Hangar at The OC Fair & Events Center; Costa Mesa; California; United States"""
02/19/2020,One Championship,One Warrior Series 10,"""Singapore"""
02/17/2020,WPFL,World Pan Fighting League: Fight League 1,"""Moscow; Russia"""
02/16/2020,Kombat League,Italian Championship,"""Pala Ferroli; San Bonifacio; Italy"""
02/16/2020,UMMA,Bishop's Cup 2020,"""Tolyatti; Russia"""
02/16/2020,Shooto,Professional Shooto 2020 Vol. 2,"""New Pier Hall; Tokyo; Japan"""
02/16/2020,Liga X13,Arena Fighter,"""Club River; Azul; Buenos Aires; Argentina"""
02/16/2020,UMMA,Cup Of Moscow 2020,"""Moscow; Russia"""
02/16/2020,UMMA,Cup Of St. Petersburg 2020,"""St. Petersburg; Russia"""
02/16/2020,WFL MMA 4,World Fighting League MMA 4,"""Sportcomplex Koning Willem-Alexander; Hoofddorp; Netherlands"""
04/26/2020,WLF,W.A.R.S. 42,"""Henan TV Station; Zhengzhou; Henan; China"""
02/16/2020,SBC 26,Serbian Battle Championship,"""Hala Mostonga; Sombor; Serbia"""
04/26/2020,AFC 24,Australian Fighting Championship 24,"""Melbourne; Victoria; Australia"""
02/16/2020,Pancrase,312,"""Studio Coast; Tokyo; Japan"""
04/26/2020,APG,St. Petersburg League MMA: 2nd Stage,"""St. Petersburg; Russia"""
04/25/2020,MMA Series 4,Road to NFG 3,"""Minsk; Belarus"""
02/15/2020,Oktagon MMA,Oktagon Prime 3,"""X-Bionic Sphere; Samorin; Slovakia"""
04/25/2020,BFC 20,Bang Fighting Championships 20,"""Landers Center; Southaven; Mississippi; United States"""
04/25/2020,Driller Promotions,Mecca 17,"""Canterbury Park; Shakopee; Minnesota; United States"""
02/15/2020,CWB Fight League,CWBFL 17,"""Academia Striker´s House; Curitiba; PR; Brazil"""
04/25/2020,TFC,Total Fight Challenge,"""Cicero Stadium; Cicero; Illinois; United States"""
04/25/2020,RCWC,Battle In The Land of Oz,"""Liberal Recreation Center; Liberal; Kansas; United States"""
02/15/2020,FCC 6,Fight Club Championship 6,"""Tarantini Fight Center; Sassari; Italy"""
04/25/2020,HFC 23,Hard Fighting Championship 23,"""Grand Casino Basel; Basel; Switzerland"""
04/25/2020,L.A Combate MMA 4,Escorpiao Vs. Pitbull,"""Lucia Helena School; Rio Maria; Para; Brazil"""
02/15/2020,GBF,Global Boxing Federation Lleida,"""Almenar; Spain"""
04/25/2020,GEMMAF,Middle German GEMMAF Championships 2020,"""Göttingen; Niedersachsen; Germany"""
04/24/2020,North Iowa Fights,Aguayo vs. Konkol,"""Mason City Arena; Mason City; Iowa; United States"""
02/15/2020,GMC Olympix,The Day of Martial Arts,"""Duisburg; Germany"""
04/24/2020,SFC,Strike Fight Championship 12,"""Univesity (UEPA) Gymnasium; Belem; Para; Brazil"""
04/24/2020,United Combat Championships,The Art of Combat 12,"""Alhambra Theatre; Dunfermline; Scotland"""
02/15/2020,HFC,Honor Fighting Championship 3,"""EVOKE SUNSET CLUB		
SUMARÉ; SÃO PAULO; BRAZIL"""
04/20/2020,Beineu FC,Fight Night: Kazakhstan vs. Uzbekistan,"""Mangystau; Kazakhstan"""
04/19/2020,CC 26,Combat Challenge 26,"""Cedar Court Hotel; Bradford; Yorkshire; England"""
02/15/2020,K-MMA,Fight Night 16,"""El Alto; La Paz; Bolivia"""
04/18/2020,BOH,Battle of Heroes,"""Minsk; Belarus"""
02/15/2020,AMMA,Adrenalina MMA 2,"""Erni Pereira Alves Event Center; Piratini; Rio Grande do Sul; Brazil"""
04/18/2020,MMA Series 3,Road to NFG 2,"""Minsk; Belarus"""
04/18/2020,AFL,Asylum Fight League 55,"""2300 Arena; Philadelphia; Pennsylvania; United States"""
02/15/2020,NFT Fight Team,Na Bruta Fight 5,"""Tia Martinha Gymnasium; Inhangapi; Para; Brazil"""
04/18/2020,Full Contact Promotions,Rage in the Cage 14,"""Main Street Armory; Rochester; New York; United States"""
04/18/2020,CCMMA,Clearwater Combat MMA,"""Clearwater Casino Resort; Lewiston; Idaho; United States"""
02/15/2020,UMMA,Cup Of Smolensk 2020,"""Smolensk; Russia"""
04/18/2020,FFC,Fortuna Fighters Championship 5,"""Ginásio Poliesportivo Geraldo Sorocaba; Fortuna de Minas; Minas Gerais; Brazil"""
04/18/2020,FSC,FightStar Championship 20,"""Brentford Fountain Leisure Centre; London; England"""
02/15/2020,UMMA,Cup Of Stavropol 2020,"""Olimp Arena; Stavropol; Russia"""
04/18/2020,GMC 25,German MMA Championship 25,"""Mitsubishi Electric HALLE; Dusseldorf; North Rhine-Westphalia; Germany"""
04/18/2020,Road FC 58,Road Fighting Championship 58,"""Gyeyang Arena; Incheon; South Korea"""
02/15/2020,MF 20,Mandarina Fights 20,"""Santo Domingo Municipal Gym; Santo Domingo; Heredia; Costa Rica"""
04/18/2020,RF 8,Rampage 8,"""Sabah Top Team; Kota Kinabalu; Sabah; Malaysia"""
04/17/2020,Shooto,Road to One: 2nd Abema,"""Tsutaya O-East; Tokyo; Japan"""
02/15/2020,Combat Quest 6,Get the Strap,"""Minnreg Hall; Largo; Florida; United States"""
04/17/2020,Tylko Jeden,Odcinek 6,"""Warsaw; Poland"""
04/17/2020,BFC 50,Belarusian Fighting Championship,"""Prime Hall; Minsk; Belarus"""
02/15/2020,Combat Night,Combat Night Pro 17: Live MMA From Tally,"""The Moon; Tallahassee; Florida; United States"""
04/15/2020,MMA Series 2,Heroes of the Black Square,"""Chinuk Gym; Minsk; Belarus"""
04/12/2020,Proturk FC,MMA Showdown,"""Istanbul; Turkey"""
02/15/2020,Browar Polnocny Fight Night,Bitwa o Biegun Zimna,"""Suwalki Arena; Suwalki; Poland"""
04/11/2020,WTKF,Ustinov Team vs. Romankevich Team,"""Fight House; Minsk; Belarus"""
04/11/2020,ITFS,Iron Tiger Fight Series 92,"""The Cube Arena; Findlay; Ohio; United States"""
02/15/2020,Contenders East Anglia,Contenders Norwich 29,"""Epic Studios; Norwich; Norfolk; England"""
04/11/2020,PF,Porto Fight 11,"""Chico Cruz Gymnasium; Porto de Moz; Para; Brazil"""
04/11/2020,NY Combat Championship,Fight Night 1,"""Melrose Ballroom; Long Island City; New York; United States"""
02/15/2020,Carpathian Warriors 8,Polska vs. Francja,"""Hala ROSiR; Rzeszow; Poland"""
04/11/2020,Dragon House MMA,Zheng Lou Cage Fighting Series 01,"""Kezar Pavilion; San Francisco; California; United States"""
04/10/2020,Combat Zone 74,Unstoppable,"""The Double Tree; Manchester; New Hampshire; United States"""
02/15/2020,JF,Jungle Fight 102,"""Vila Olímpica de Mato Alto; Rio de Janeiro; Rio de Janeiro; Brazil"""
04/10/2020,Yogya MMA Empire,Party Nights 1,"""D\'Horizon Restro & Lounge; Aliganj; Lucknow; India"""
04/10/2020,Blue Corner Promotions,Ultimate Blue Corner Battles,"""Harrah\'s Casino; Kansas City; Missouri; United States"""
02/15/2020,CAGE 50,Cage MMA Finland 50,"""Cultural Centre; Helsinki; Finland"""
04/10/2020,CW,Cage Wars 46,"""Rivers Casino & Resort; Schenectady; New York; United States"""
04/08/2020,King of Warriors MMA,King of Warriors 4,"""Arbat Hall; Moscow; Russia"""
02/15/2020,One Pride MMA Fight Night 36,Suwardi vs. Supandhi,"""Tennis Indoor Senayan; Jakarta; Indonesia"""
04/07/2020,FCR 7,Fight Club Rush 7,"""Bombardier Arena; Vasteras; Sweden"""
04/07/2020,AFC 1,Attitude Fighting Championship 1,"""Cochabamba Coliseum; Cochabamba; Bolivia"""
02/15/2020,Athletic FC 3,Athletic Fighting Championship 3,"""STC ""Zlatibor""; Zlatibor; Serbia"""
04/05/2020,UMMA,Russian MMA Championship Of Young Adults 2020,"""Berezniki; Russia"""
04/05/2020,Jash-Kuch Fighting Championship,JFC Fight Night 5,"""Bishkek; Kyrgyzstan"""
02/15/2020,Tuff-N-Uff,The Future Stars of MMA,"""Mardi Gras Ballroom; Las Vegas; Nevada; United States"""
04/05/2020,Zuri MMA 12,MMA-K1 Fight Night,"""Ashkelon Sports Center; Ashqelon; Israel"""
04/05/2020,YFC 8,Yusif Fighting Championship 8,"""Baku; Azerbaijan"""
02/15/2020,TC,The Champions 1,"""Ginásio Poliesportivo Riachão das Neves; Riachão das Neves; Bahia; Brazil"""
04/04/2020,Polaris 13,Absolute Grand Prix,"""Newport NP18 1HF; UK; Newport; Wales"""
04/04/2020,ECE,Enfusion Cage Events: Dordrecht,"""Dordrecht; Netherlands"""
02/15/2020,UMMA,Cup Of Saratov 2020,"""Saratov; Russia"""
04/04/2020,Hammerdown Fighting Championship 5,Spring Beatings,"""Juggernaut MMA - Three Rivers Mall; Kelso; Washington; United States"""
04/04/2020,SFL 43,Spartyka Fight League 43: Overcome,"""Chartway Arena; Norfolk; Virginia; United States"""
02/15/2020,RBM,Druzhina Ermaka,"""Ktz Baykonur; Tyumen; Russia"""
04/04/2020,WFF 43,World Fighting Federation,"""Findlay Toyota Center; Prescott Valley; Arizona; United States"""
04/04/2020,Battle in Barre 5,TBA,"""Barre City Civic Center; Barre; Vermont; United States"""
02/15/2020,Evolution Of Combat,Fight Night 6,"""Maryhill Central Halls; Glasgow; Scotland"""
04/04/2020,IFC MMA,Integra FC 15,"""Eventum Wittlich; Wittlich; Germany"""
04/04/2020,Hype FC 12,Hype Fighting Championship 12,"""Pier2; Bremen; Germany"""
02/15/2020,Eagles FC,Next Level,"""Republic of Moldova"""
04/04/2020,NXT LVL 7,Next Level 7,"""Lucan Municipal Gymnasium; Mantes-la-Jolie; France"""
04/04/2020,PLMMA 80,Professional League of MMA,"""Warsaw; Poland"""
02/15/2020,SFC,Sombra Fight Champions 16,"""Center trainning F2; Belem; Para; Brazil"""
04/03/2020,Tylko Jeden,Odcinek 5,"""Warsaw; Poland"""
04/03/2020,CLIP,Motor City Cagefights 8,"""Sound Board at Motor City Casino; Detroit; Michigan; United States"""
02/15/2020,TFC 4,Thailand Fighting Championship 4,"""Phuket; Thailand"""
03/29/2020,Fighting Sport Arts,FSA Cup,"""Moscow; Russia"""
03/29/2020,Tajikistan MMA Federation,Dushanbe Cup 2020 Day 2,"""Tiger Sports Hall; Dushanbe; Tajikistan"""
02/15/2020,Fierce FC,New Era,"""Maverik Center; West Valley City; Utah; United States"""
03/29/2020,Colosseum MMA,People's Friendship Cup,"""Moscow; Russia"""
02/15/2020,RUF MMA 38,Valentine's Day Massacre,"""Glendale Civic Center; Glendale; Arizona; United States"""
02/15/2020,DCS 58,Love & War,"""Ramada Plaza Convention Center; Omaha; Nebraska; United States"""
02/15/2020,Nemesis Fighting Alliance,Nemesis,"""Casa Loma Ballroom; St. Louis; Missouri; United States"""
02/15/2020,Made Men Promotions,Cupid's Knockout,"""Mountaineer Casino; New Cumberland; West Virginia; United States"""
02/15/2020,UFC Fight Night 167,Anderson vs. Blachowicz 2,"""Santa Ana Star Center; Rio Rancho; New Mexico; United States"""
02/14/2020,UMMA,Cup Of Ivanovo 2020,"""Ivanovo; Russia"""
02/14/2020,Lux Fight League,Lux 008,"""Fronton Mexico; Mexico City; Mexico"""
02/14/2020,UGP,ExpoFitness Fight Night 4,"""Plaza Mayor; Medellin; Antioquia; Colombia"""
02/13/2020,KOF,Kingdom of Fighting Selection 1,"""Sport Complex; Obukhiv; Kiev; Ukraine"""
02/12/2020,BFL 5,Barbarians Fighting League 5: Machala,"""Extreme Fitness Center; Machala; Ecuador"""
02/10/2020,Pahlevan 2,Pahlevan Championship,"""Sharbati Talar; Mazandaran Sari; Islamic Republic of Iran"""
02/09/2020,XFN 27,Xtreme Fighting Nation 27,"""The Center; Coral Springs; Florida; United States"""
02/09/2020,UMMA,Cup Of Primorsky 2020,"""Primorsky; Russia"""
02/09/2020,IPFC,Ippon Primorye Fighting Championship,"""SC Olympian; Primorsky Krai; Russia"""
02/09/2020,UMMA,Cup Of Bashkortostan 2020,"""Bashkortostan; Russia"""
02/09/2020,GFC 24,Gorilla Fighting 24,"""Crystal Ice Palace; Saratov; Russia"""
02/08/2020,DB 22,Rise Of A Champion,"""TJ Hall; Ostrava; Czech republic"""
02/08/2020,Pro Elite Fight,International MMA Tournament,"""Varna; Bulgaria"""
02/08/2020,Russian MMA Union,Kamchatka Krai Championship,"""FOK Zvezdnyl; Petropavlovsk-Kamchatskiy; Russia"""
02/08/2020,305 Fights,Where Champions Rise 8,"""Miami Scottish Rite; Miami; Florida; United States"""
02/08/2020,Midwest Fight League,Battle at the Brewery,"""Bur Oak Brewery; Columbia; Missouri; United States"""
02/08/2020,FFC 32,Fusion Fighting Championship 32,"""Epsom Downs Racecource; Surrey; England; United Kingdom"""
02/08/2020,MaxPain,Big Event,"""Limburghal Genk; Genk; Belgium"""
02/08/2020,Star Fight Cup,Star Fight Cup 3,"""Star Fight Enns; Enns; Austria"""
02/08/2020,EMC 3,Elite Martial Championship 3,"""Munich Fight Club; Munich; Germany"""
02/08/2020,LNK Boxing / WFCA Baltic,LNK Fight Night 14,"""Arena Riga; Riga; Latvia"""
02/08/2020,RP Security MMAA Arena Cup 57,Rise of a Champion,"""TJ Ostrava; Ostrava; Czech Republic"""
02/08/2020,K1 Slam,Gold Edition,"""Pabellón de la Casilla; Bilbao; Spain"""
02/08/2020,IE 7,Inshock Events 7,"""Pabellón Salesianos; Zaragoza; Spain"""
02/08/2020,UMMA,Cup Of Chelyabinsk 2020,"""Chelyabinsk; Russia"""
02/08/2020,UMMA,Cup Of Kamchatka 2020,"""Kamchatka; Russia"""
02/08/2020,Brutaal Genesis Fight Night,Fort Frenzy 10,"""Fort Frenzy; Fort Dodge; Iowa; United States"""
02/08/2020,Samurai Fight Contest 2,Galindo vs. Bazan,"""Circolo Sportivo Italiano; Pueblo Libre; Lima; Peru"""
02/08/2020,Sao Goncalo,Top Fight MMA,"""Sao Jorge Space; Sao Goncalo; Rio de Janeiro; Brazil"""
02/08/2020,AOW 17,Art of War Cage Fighting 17: All Star Weekend Day 2,"""2300 Arena; Philadelphia; Pennsylvania; United States"""
02/08/2020,UMMA,Cup Of Krasnodar 2020,"""Sochi; Russia"""
02/08/2020,Rough Fight League 5,Grand Prix,"""Douglas Oraine Auditorium; Kingston; Jamaica"""
02/08/2020,Valor Fighting Challenge 69,Robins vs. Ferhatbegovic,"""Cotton Eyed Joe; Knoxville; Tennessee; United States"""
02/08/2020,ToM 5,Time of Masters 5: Gra o Tron,"""Hala MOSiR; Rumia; Poland"""
02/08/2020,TSF,Team Sarafian Combat ,"""Municipal Gymansium Acara; Acara; Para; BraZIL"""
02/08/2020,UMMA,Cup Of Penza 2020,"""Penza; Russia"""
02/08/2020,VRMMA 2,Valhalas Rise MMA 2: Berserker,"""Playa Union; Rawson; Chubut; Argentina"""
02/08/2020,WCE,West Coast Elite MMA 4,"""Unify Event Center; San Jose; California; United States"""
02/08/2020,559 Fights 78,Velasquez vs. Perez,"""Victor P Lopez Community Center; Orange Cove; California; United States"""
02/08/2020,WTE Fight Championship 9,Primera vs. Dull,"""El Paso; Spain"""
02/08/2020,UMMA,Junior Cup Of Rostov 2020,"""Rostov-on-Don; Russia"""
02/08/2020,TF,Triton Fights 17,"""The Paramount; Huntington; New York; United States"""
02/08/2020,Lights Out Championship 7,Cross vs. Hale,"""Deltaplex Arena; Grand Rapids; Michigan; United States"""
02/08/2020,NSC,North Star Combat 13,"""Northern Lights Casino & Hotel; Walker; Minnesota; United States"""
02/08/2020,ExciteFight,Conquest of the Cage,"""Northern Quest Casino; Airway Heights; Washington; United States"""
02/08/2020,BFL 65,Battlefield Fight League,"""Hard Rock Casino; Coquitlam; British Columbia; Canada"""
02/08/2020,NEF 42,Symphony of Destruction,"""Merrill Auditorium; Portland; Maine; United States"""
02/08/2020,FLA 1,Fight League Atlantic 1,"""Rath Eastlink Center; Truro; Nova Scotia; Canada"""
02/08/2020,UFC 247,Jones vs. Reyes,"""Toyota Center; Houston; Texas; United States"""
02/08/2020,NLC 4,New Line Cagefighting 4,"""Conference Center Dr.; Logan; West Virginia; United States"""
02/07/2020,Invicta FC 39,Frey vs. Cummins 2,"""Memorial Hall; Kansas City; Kansas; United States"""
02/07/2020,Probellum MMA,Dubai: Lazzez vs. Murati,"""The Rotunda Caesars Palace Bluewaters Dubai; Dubai; United Arab Emirates"""
02/07/2020,XFL,Xtreme Fight Night 366,"""River Spirit Casino Resort; Tulsa; Oklahoma; United States"""
02/07/2020,300 Sparta 37,Quiñones vs. Da Silva,"""Mitica Perra; Breña; Lima; Peru"""
02/07/2020,AOW 16,Art of War Cage Fighting 16: All Star Weekend Day 1,"""2300 Arena; Philadelphia; Pennsylvania; United States"""
02/07/2020,HD MMA 17,TBA,"""Firelake Arena; Shawnee; Oklahoma; United States"""
02/07/2020,Babilon MMA 12,Pawlak vs. Bleszynski,"""Hala MOSiR; Lomza; Poland"""
02/07/2020,HFC 42,Hoosier Fight Club 42,"""Blue Chip Casino; Michigan City; Indiana; United States"""
02/07/2020,One Championship,Warrior's Code,"""Istora Senayan; Jakarta; Indonesia"""
02/07/2020,ACC,Aggressive Combat 22,"""Westchester County Center; White Plains; New York; United States"""
02/07/2020,Blue Corner Promotions,Ultimate Blue Corner Battles,"""Harrah\'s Casino; Kansas City; Missouri; United States"""
